,winner,point_difference,result,name,team_seed,win,higher_or_lower_seed,index,year_x,Name,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,year_y,ORPG,DRPG,RPG,other_team_seed
2098,7,5,2,Penn State,7,1,0,82,2001,Penn State,5.04,7.89,14.4,1.24,7.9,24.0,526.0,1021.0,0.515,76.1,0.443,0.328,0.692,2001,11.0,27.7,38.7,2
2099,7,5,2,UNC,2,0,1,83,2001,North Carolina,3.7,5.93,14.4,1.08,5.3,18.0,552.0,1190.0,0.464,70.6,0.413,0.291,0.663,2001,13.9,28.7,42.6,7
2100,1,11,1,Michigan State,1,1,1,84,2001,Michigan State,5.11,5.22,17.7,1.38,7.7,22.0,522.0,1006.0,0.519,75.5,0.456,0.348,0.749,2001,11.3,29.9,41.2,12
2101,1,11,1,Gonzaga,12,0,0,85,2001,Gonzaga,3.93,7.86,17.1,1.49,7.7,20.0,695.0,1213.0,0.573,87.6,0.512,0.385,0.685,2001,11.2,29.1,40.3,1
2102,11,4,2,Temple,11,1,0,86,2001,Temple,2.96,8.0,14.0,1.07,6.7,21.0,481.0,1055.0,0.456,69.5,0.409,0.32,0.682,2001,9.7,28.2,37.9,7
2103,11,4,2,Penn State,7,0,1,87,2001,Penn State,5.04,7.89,14.4,1.24,7.9,24.0,526.0,1021.0,0.515,76.1,0.443,0.328,0.692,2001,11.0,27.7,38.7,11
2104,1,10,1,Michigan State,1,1,1,88,2001,Michigan State,5.11,5.22,17.7,1.38,7.7,22.0,522.0,1006.0,0.519,75.5,0.456,0.348,0.749,2001,11.3,29.9,41.2,11
2105,1,10,1,Temple,11,0,0,89,2001,Temple,2.96,8.0,14.0,1.07,6.7,21.0,481.0,1055.0,0.456,69.5,0.409,0.32,0.682,2001,9.7,28.2,37.9,1
2106,1,15,1,Stanford,1,1,1,90,2001,Stanford,4.04,6.89,13.0,0.88,7.3,19.0,489.0,924.0,0.529,70.3,0.474,0.376,0.695,2001,7.0,26.6,33.6,16
2107,1,15,1,UNC Greensboro,16,0,0,91,2001,UNC Greensboro,4.17,9.52,12.5,1.09,8.6,27.0,553.0,1070.0,0.517,74.7,0.433,0.318,0.634,2001,13.3,24.4,37.7,1
2108,9,1,2,Georgia Tech,8,0,1,92,2001,Georgia Tech,4.56,6.78,13.7,0.86,5.1,17.0,547.0,1058.0,0.517,68.8,0.453,0.304,0.667,2001,9.4,26.2,35.6,9
2109,9,1,2,St. Joseph's,9,1,0,93,2001,Saint Joseph's,2.85,4.74,12.4,0.9,9.1,30.0,391.0,838.0,0.467,68.6,0.386,0.302,0.702,2001,11.0,25.3,36.3,8
2110,5,7,1,Cincinnati,5,1,1,94,2001,Cincinnati,4.85,6.67,15.1,1.03,6.6,21.0,519.0,1000.0,0.519,73.5,0.446,0.317,0.676,2001,11.1,27.2,38.3,12
2111,5,7,1,BYU,12,0,0,95,2001,BYU,2.13,5.83,17.6,1.61,10.6,25.0,580.0,1033.0,0.561,80.6,0.503,0.422,0.706,2001,6.5,26.5,33.0,5
2112,13,9,2,Indiana,4,0,1,96,2001,Indiana,4.33,5.59,13.0,0.99,5.4,17.0,543.0,1076.0,0.505,72.4,0.451,0.324,0.683,2001,11.3,26.3,37.6,13
2113,13,9,2,Kent State,13,1,0,97,2001,Kent State,4.3,7.07,13.7,1.09,8.7,25.0,506.0,967.0,0.523,76.1,0.45,0.345,0.722,2001,10.8,25.2,36.0,4
2114,11,5,2,Wisconsin,6,0,1,98,2001,Wisconsin,3.7,4.59,12.3,1.19,8.6,25.0,400.0,824.0,0.485,66.9,0.424,0.348,0.768,2001,8.3,25.6,33.9,11
2115,11,5,2,Georgia State,11,1,0,99,2001,Georgia State,4.38,7.93,14.6,1.03,8.8,24.0,549.0,1131.0,0.485,78.6,0.442,0.37,0.733,2001,12.0,25.4,37.4,6
2116,3,11,1,Maryland,3,1,1,100,2001,Maryland,4.41,4.67,13.3,1.13,7.9,25.0,431.0,874.0,0.493,71.7,0.418,0.319,0.747,2001,11.2,27.5,38.7,14
2117,3,11,1,George Mason,14,0,0,101,2001,George Mason,4.7,6.15,10.9,0.81,6.0,19.0,482.0,1009.0,0.478,67.3,0.42,0.31,0.705,2001,12.0,25.3,37.3,3
2118,10,3,2,Arkansas,7,0,1,102,2001,Arkansas,3.67,8.37,11.7,0.98,7.1,22.0,487.0,953.0,0.511,74.0,0.437,0.32,0.727,2001,7.6,24.2,31.8,10
2119,10,3,2,Georgetown,10,1,0,103,2001,Georgetown,4.26,6.15,15.1,1.12,6.2,18.0,548.0,1139.0,0.481,75.8,0.441,0.345,0.776,2001,12.1,26.9,39.0,7
2120,15,13,2,Iowa State,2,0,1,104,2001,Iowa State,4.37,7.59,14.5,1.12,7.4,23.0,519.0,1013.0,0.512,73.1,0.441,0.324,0.735,2001,10.2,24.3,34.4,15
2121,15,13,2,Hampton,15,1,0,105,2001,Hampton,4.0,5.34,14.5,1.18,5.7,18.0,625.0,1226.0,0.51,77.4,0.453,0.318,0.701,2001,11.1,26.2,37.3,2
2122,1,8,1,Stanford,1,1,1,106,2001,Stanford,4.04,6.89,13.0,0.88,7.3,19.0,489.0,924.0,0.529,70.3,0.474,0.376,0.695,2001,7.0,26.6,33.6,9
2123,1,8,1,St. Joseph's,9,0,0,107,2001,Saint Joseph's,2.85,4.74,12.4,0.9,9.1,30.0,391.0,838.0,0.467,68.6,0.386,0.302,0.702,2001,11.0,25.3,36.3,1
2124,5,8,1,Cincinnati,5,1,1,108,2001,Cincinnati,4.85,6.67,15.1,1.03,6.6,21.0,519.0,1000.0,0.519,73.5,0.446,0.317,0.676,2001,11.1,27.2,38.3,13
2125,5,8,1,Kent State,13,0,0,109,2001,Kent State,4.3,7.07,13.7,1.09,8.7,25.0,506.0,967.0,0.523,76.1,0.45,0.345,0.722,2001,10.8,25.2,36.0,5
2126,3,8,1,Georgia State,11,0,0,110,2001,Georgia State,4.38,7.93,14.6,1.03,8.8,24.0,549.0,1131.0,0.485,78.6,0.442,0.37,0.733,2001,12.0,25.4,37.4,3
2127,3,8,1,Maryland,3,1,1,111,2001,Maryland,4.41,4.67,13.3,1.13,7.9,25.0,431.0,874.0,0.493,71.7,0.418,0.319,0.747,2001,11.2,27.5,38.7,11
2128,10,5,1,Georgetown,10,1,1,112,2001,Georgetown,4.26,6.15,15.1,1.12,6.2,18.0,548.0,1139.0,0.481,75.8,0.441,0.345,0.776,2001,12.1,26.9,39.0,15
2129,10,5,1,Hampton,15,0,0,113,2001,Hampton,4.0,5.34,14.5,1.18,5.7,18.0,625.0,1226.0,0.51,77.4,0.453,0.318,0.701,2001,11.1,26.2,37.3,10
2130,1,4,1,Stanford,1,1,1,114,2001,Stanford,4.04,6.89,13.0,0.88,7.3,19.0,489.0,924.0,0.529,70.3,0.474,0.376,0.695,2001,7.0,26.6,33.6,5
2131,1,4,1,Cincinnati,5,0,0,115,2001,Cincinnati,4.85,6.67,15.1,1.03,6.6,21.0,519.0,1000.0,0.519,73.5,0.446,0.317,0.676,2001,11.1,27.2,38.3,1
2132,3,7,1,Maryland,3,1,1,116,2001,Maryland,4.41,4.67,13.3,1.13,7.9,25.0,431.0,874.0,0.493,71.7,0.418,0.319,0.747,2001,11.2,27.5,38.7,10
2133,3,7,1,Georgetown,10,0,0,117,2001,Georgetown,4.26,6.15,15.1,1.12,6.2,18.0,548.0,1139.0,0.481,75.8,0.441,0.345,0.776,2001,12.1,26.9,39.0,3
2134,3,2,2,Stanford,1,0,1,118,2001,Stanford,4.04,6.89,13.0,0.88,7.3,19.0,489.0,924.0,0.529,70.3,0.474,0.376,0.695,2001,7.0,26.6,33.6,3
2135,3,2,2,Maryland,3,1,0,119,2001,Maryland,4.41,4.67,13.3,1.13,7.9,25.0,431.0,874.0,0.493,71.7,0.418,0.319,0.747,2001,11.2,27.5,38.7,1
2136,1,2,1,Duke,1,1,1,120,2001,Duke,5.96,8.48,15.8,1.19,7.1,20.0,623.0,1166.0,0.534,82.6,0.477,0.355,0.695,2001,12.8,27.5,40.3,3
2137,1,2,1,Maryland,3,0,0,121,2001,Maryland,4.41,4.67,13.3,1.13,7.9,25.0,431.0,874.0,0.493,71.7,0.418,0.319,0.747,2001,11.2,27.5,38.7,1
2138,2,1,2,Michigan State,1,0,1,122,2001,Michigan State,5.11,5.22,17.7,1.38,7.7,22.0,522.0,1006.0,0.519,75.5,0.456,0.348,0.749,2001,11.3,29.9,41.2,2
2139,2,1,2,Arizona,2,1,0,123,2001,Arizona,3.85,6.67,15.6,1.37,7.3,20.0,537.0,1060.0,0.507,78.1,0.456,0.359,0.732,2001,10.7,26.8,37.5,1
2140,1,1,1,Duke,1,1,1,124,2001,Duke,5.96,8.48,15.8,1.19,7.1,20.0,623.0,1166.0,0.534,82.6,0.477,0.355,0.695,2001,12.8,27.5,40.3,2
2141,1,1,1,Arizona,2,0,0,125,2001,Arizona,3.85,6.67,15.6,1.37,7.3,20.0,537.0,1060.0,0.507,78.1,0.456,0.359,0.732,2001,10.7,26.8,37.5,1
2142,1,15,1,Maryland,1,1,1,0,2002,Maryland,6.27,8.4,20.4,1.48,6.0,16.0,733.0,1404.0,0.522,85.3,0.483,0.37,0.71,2002,13.5,28.1,41.6,16
2143,1,15,1,Siena,16,0,0,1,2002,Siena,4.21,5.44,12.7,0.83,7.0,20.0,559.0,1234.0,0.453,69.6,0.415,0.347,0.742,2002,11.2,26.6,37.9,1
2144,8,1,1,Wisconsin,8,1,1,2,2002,Wisconsin,1.87,5.8,12.7,0.98,6.6,19.0,492.0,1013.0,0.486,66.9,0.438,0.352,0.719,2002,10.3,22.1,32.4,9
2145,8,1,1,St. John's (NY),9,0,0,3,2002,St. John's,3.84,10.29,11.5,0.76,4.3,15.0,628.0,1437.0,0.437,70.3,0.401,0.287,0.667,2002,15.7,22.1,37.8,8
2146,12,7,2,Marquette,5,0,1,4,2002,Marquette,3.41,8.44,14.1,1.01,5.2,14.0,677.0,1344.0,0.504,73.3,0.474,0.381,0.692,2002,12.7,23.0,35.7,12
2147,12,7,2,Tulsa,12,1,0,5,2002,Tulsa,4.41,8.13,17.3,1.35,7.6,19.0,661.0,1298.0,0.509,80.4,0.477,0.406,0.751,2002,10.7,25.0,35.7,5
2148,4,9,1,Kentucky,4,1,1,6,2002,Kentucky,4.83,7.76,14.5,1.0,6.8,22.0,627.0,1201.0,0.522,76.6,0.448,0.309,0.67,2002,15.6,24.8,40.3,13
2149,4,9,1,Valparaiso,13,0,0,7,2002,Valparaiso,4.09,10.22,17.4,1.33,8.3,24.0,604.0,1170.0,0.516,78.0,0.451,0.35,0.665,2002,13.7,24.1,37.8,4
2150,11,5,2,Texas Tech,6,0,1,8,2002,Texas Tech,4.26,7.52,18.6,1.51,4.6,12.0,763.0,1556.0,0.49,79.5,0.468,0.378,0.684,2002,12.8,25.5,38.3,11
2151,11,5,2,Southern Illinois,11,1,0,9,2002,Southern Illinois,4.82,7.39,15.1,1.08,6.3,17.0,691.0,1384.0,0.499,75.9,0.463,0.372,0.621,2002,13.3,25.7,39.0,6
2152,3,11,1,Georgia,3,1,1,10,2002,Georgia,3.63,8.87,15.4,1.08,5.9,19.0,640.0,1267.0,0.505,76.1,0.447,0.315,0.734,2002,14.5,23.7,38.2,14
2153,3,11,1,Murray State,14,0,0,11,2002,Murray State,5.03,8.06,14.5,1.03,6.5,20.0,714.0,1395.0,0.512,78.9,0.452,0.319,0.727,2002,15.7,24.3,40.0,3
2154,7,3,1,NC State,7,1,1,12,2002,NC State,2.22,7.91,16.3,1.21,8.3,23.0,554.0,1066.0,0.52,75.7,0.454,0.359,0.75,2002,10.4,22.8,33.3,10
2155,7,3,1,Michigan State,10,0,0,13,2002,Michigan State,3.03,5.07,14.3,0.96,5.8,15.0,574.0,1166.0,0.492,69.7,0.467,0.398,0.764,2002,12.2,25.5,37.7,7
2156,2,13,1,UConn,2,1,1,14,2002,UConn,7.13,7.8,14.6,0.91,4.4,11.0,737.0,1465.0,0.503,77.9,0.481,0.385,0.691,2002,14.0,27.4,41.3,15
2157,2,13,1,Hampton,15,0,0,15,2002,Hampton,3.59,7.97,14.2,0.94,6.5,19.0,700.0,1279.0,0.547,79.9,0.486,0.352,0.669,2002,13.8,23.8,37.7,2
2158,1,7,1,Maryland,1,1,1,16,2002,Maryland,6.27,8.4,20.4,1.48,6.0,16.0,733.0,1404.0,0.522,85.3,0.483,0.37,0.71,2002,13.5,28.1,41.6,8
2159,1,7,1,Wisconsin,8,0,0,17,2002,Wisconsin,1.87,5.8,12.7,0.98,6.6,19.0,492.0,1013.0,0.486,66.9,0.438,0.352,0.719,2002,10.3,22.1,32.4,1
2160,4,8,1,Tulsa,12,0,0,18,2002,Tulsa,4.41,8.13,17.3,1.35,7.6,19.0,661.0,1298.0,0.509,80.4,0.477,0.406,0.751,2002,10.7,25.0,35.7,4
2161,4,8,1,Kentucky,4,1,1,19,2002,Kentucky,4.83,7.76,14.5,1.0,6.8,22.0,627.0,1201.0,0.522,76.6,0.448,0.309,0.67,2002,15.6,24.8,40.3,12
2162,11,8,2,Southern Illinois,11,1,0,20,2002,Southern Illinois,4.82,7.39,15.1,1.08,6.3,17.0,691.0,1384.0,0.499,75.9,0.463,0.372,0.621,2002,13.3,25.7,39.0,3
2163,11,8,2,Georgia,3,0,1,21,2002,Georgia,3.63,8.87,15.4,1.08,5.9,19.0,640.0,1267.0,0.505,76.1,0.447,0.315,0.734,2002,14.5,23.7,38.2,11
2164,2,5,1,NC State,7,0,0,22,2002,NC State,2.22,7.91,16.3,1.21,8.3,23.0,554.0,1066.0,0.52,75.7,0.454,0.359,0.75,2002,10.4,22.8,33.3,2
2165,2,5,1,UConn,2,1,1,23,2002,UConn,7.13,7.8,14.6,0.91,4.4,11.0,737.0,1465.0,0.503,77.9,0.481,0.385,0.691,2002,14.0,27.4,41.3,7
2166,1,3,1,Maryland,1,1,1,24,2002,Maryland,6.27,8.4,20.4,1.48,6.0,16.0,733.0,1404.0,0.522,85.3,0.483,0.37,0.71,2002,13.5,28.1,41.6,4
2167,1,3,1,Kentucky,4,0,0,25,2002,Kentucky,4.83,7.76,14.5,1.0,6.8,22.0,627.0,1201.0,0.522,76.6,0.448,0.309,0.67,2002,15.6,24.8,40.3,1
2168,2,9,1,Southern Illinois,11,0,0,26,2002,Southern Illinois,4.82,7.39,15.1,1.08,6.3,17.0,691.0,1384.0,0.499,75.9,0.463,0.372,0.621,2002,13.3,25.7,39.0,2
2169,2,9,1,UConn,2,1,1,27,2002,UConn,7.13,7.8,14.6,0.91,4.4,11.0,737.0,1465.0,0.503,77.9,0.481,0.385,0.691,2002,14.0,27.4,41.3,11
2170,1,1,1,Maryland,1,1,1,28,2002,Maryland,6.27,8.4,20.4,1.48,6.0,16.0,733.0,1404.0,0.522,85.3,0.483,0.37,0.71,2002,13.5,28.1,41.6,2
2171,1,1,1,UConn,2,0,0,29,2002,UConn,7.13,7.8,14.6,0.91,4.4,11.0,737.0,1465.0,0.503,77.9,0.481,0.385,0.691,2002,14.0,27.4,41.3,1
2172,1,15,1,Kansas,1,1,1,30,2002,Kansas,5.75,10.03,21.3,1.29,6.1,15.0,908.0,1698.0,0.535,92.0,0.511,0.422,0.718,2002,15.0,28.9,43.9,16
2173,1,15,1,Holy Cross,16,0,0,31,2002,Holy Cross,3.13,7.88,13.3,0.92,4.5,13.0,530.0,1225.0,0.433,63.3,0.409,0.34,0.693,2002,12.7,23.2,35.8,1
2174,8,1,1,Stanford,8,1,1,32,2002,Stanford,4.29,5.0,16.1,1.18,7.1,20.0,573.0,1130.0,0.507,81.2,0.453,0.347,0.701,2002,14.8,27.1,41.9,9
2175,8,1,1,Western Kentucky,9,0,0,33,2002,Western Kentucky,3.29,7.06,15.7,1.1,8.7,23.0,584.0,1110.0,0.526,78.2,0.469,0.38,0.705,2002,12.7,25.9,38.5,8
2176,12,7,2,Florida,5,0,1,34,2002,Florida,4.6,9.9,16.6,1.12,7.5,21.0,641.0,1197.0,0.536,80.4,0.472,0.352,0.698,2002,13.8,25.0,38.8,12
2177,12,7,2,Creighton,12,1,0,35,2002,Creighton,4.03,8.37,15.0,1.08,6.9,19.0,589.0,1136.0,0.518,75.9,0.468,0.367,0.73,2002,11.6,23.7,35.3,5
2178,4,9,1,Illinois,4,1,1,36,2002,Illinois,3.94,7.09,16.5,1.13,6.9,19.0,604.0,1146.0,0.527,77.3,0.467,0.356,0.746,2002,11.3,25.0,36.3,13
2179,4,9,1,San Diego State,13,0,0,37,2002,San Diego State,3.81,6.78,14.4,0.94,4.4,12.0,743.0,1452.0,0.512,74.7,0.479,0.358,0.659,2002,12.1,25.2,37.3,4
2180,6,5,1,Texas,6,1,1,38,2002,Texas,4.03,5.97,15.4,1.14,6.0,16.0,684.0,1418.0,0.482,79.0,0.453,0.37,0.682,2002,15.5,24.5,40.0,11
2181,6,5,1,Boston College,11,0,0,39,2002,Boston College,3.29,8.23,13.5,0.95,6.7,20.0,572.0,1239.0,0.462,74.1,0.421,0.339,0.695,2002,14.2,23.4,37.5,6
2182,3,11,1,Mississippi State,3,1,1,40,2002,Mississippi State,3.64,8.36,16.5,0.98,5.5,16.0,712.0,1344.0,0.53,74.2,0.48,0.352,0.65,2002,13.2,26.1,39.3,14
2183,3,11,1,McNeese State,14,0,0,41,2002,McNeese,5.14,8.62,13.0,0.83,5.8,16.0,554.0,1179.0,0.47,70.5,0.443,0.371,0.658,2002,13.5,24.4,37.9,3
2184,7,3,1,Wake Forest,7,1,1,42,2002,Wake Forest,4.25,6.66,16.2,1.09,6.9,19.0,717.0,1351.0,0.531,81.8,0.476,0.356,0.738,2002,13.1,25.7,38.7,10
2185,7,3,1,Pepperdine,10,0,0,43,2002,Pepperdine,5.07,7.2,14.3,0.98,7.4,20.0,654.0,1315.0,0.497,81.5,0.456,0.367,0.715,2002,13.1,24.8,37.9,7
2186,2,13,1,Oregon,2,1,1,44,2002,Oregon,3.35,7.26,16.4,1.17,8.7,20.0,627.0,1200.0,0.523,85.9,0.489,0.424,0.775,2002,11.1,25.9,37.0,15
2187,2,13,1,Montana,15,0,0,45,2002,Montana,3.8,5.4,14.7,0.98,7.0,19.0,527.0,1037.0,0.508,71.9,0.455,0.36,0.673,2002,9.8,24.0,33.9,2
2188,1,7,1,Kansas,1,1,1,46,2002,Kansas,5.75,10.03,21.3,1.29,6.1,15.0,908.0,1698.0,0.535,92.0,0.511,0.422,0.718,2002,15.0,28.9,43.9,8
2189,1,7,1,Stanford,8,0,0,47,2002,Stanford,4.29,5.0,16.1,1.18,7.1,20.0,573.0,1130.0,0.507,81.2,0.453,0.347,0.701,2002,14.8,27.1,41.9,1
2190,4,8,1,Creighton,12,0,0,48,2002,Creighton,4.03,8.37,15.0,1.08,6.9,19.0,589.0,1136.0,0.518,75.9,0.468,0.367,0.73,2002,11.6,23.7,35.3,4
2191,4,8,1,Illinois,4,1,1,49,2002,Illinois,3.94,7.09,16.5,1.13,6.9,19.0,604.0,1146.0,0.527,77.3,0.467,0.356,0.746,2002,11.3,25.0,36.3,12
2192,6,3,2,Texas,6,1,0,50,2002,Texas,4.03,5.97,15.4,1.14,6.0,16.0,684.0,1418.0,0.482,79.0,0.453,0.37,0.682,2002,15.5,24.5,40.0,3
2193,6,3,2,Mississippi State,3,0,1,51,2002,Mississippi State,3.64,8.36,16.5,0.98,5.5,16.0,712.0,1344.0,0.53,74.2,0.48,0.352,0.65,2002,13.2,26.1,39.3,6
2194,2,5,1,Wake Forest,7,0,0,52,2002,Wake Forest,4.25,6.66,16.2,1.09,6.9,19.0,717.0,1351.0,0.531,81.8,0.476,0.356,0.738,2002,13.1,25.7,38.7,2
2195,2,5,1,Oregon,2,1,1,53,2002,Oregon,3.35,7.26,16.4,1.17,8.7,20.0,627.0,1200.0,0.523,85.9,0.489,0.424,0.775,2002,11.1,25.9,37.0,7
2196,1,3,1,Kansas,1,1,1,54,2002,Kansas,5.75,10.03,21.3,1.29,6.1,15.0,908.0,1698.0,0.535,92.0,0.511,0.422,0.718,2002,15.0,28.9,43.9,4
2197,1,3,1,Illinois,4,0,0,55,2002,Illinois,3.94,7.09,16.5,1.13,6.9,19.0,604.0,1146.0,0.527,77.3,0.467,0.356,0.746,2002,11.3,25.0,36.3,1
2198,2,4,1,Texas,6,0,0,56,2002,Texas,4.03,5.97,15.4,1.14,6.0,16.0,684.0,1418.0,0.482,79.0,0.453,0.37,0.682,2002,15.5,24.5,40.0,2
2199,2,4,1,Oregon,2,1,1,57,2002,Oregon,3.35,7.26,16.4,1.17,8.7,20.0,627.0,1200.0,0.523,85.9,0.489,0.424,0.775,2002,11.1,25.9,37.0,6
2200,1,1,1,Kansas,1,1,1,58,2002,Kansas,5.75,10.03,21.3,1.29,6.1,15.0,908.0,1698.0,0.535,92.0,0.511,0.422,0.718,2002,15.0,28.9,43.9,2
2201,1,1,1,Oregon,2,0,0,59,2002,Oregon,3.35,7.26,16.4,1.17,8.7,20.0,627.0,1200.0,0.523,85.9,0.489,0.424,0.775,2002,11.1,25.9,37.0,1
2202,1,15,1,Duke,1,1,1,60,2002,Duke,3.06,9.94,17.9,1.27,8.5,24.0,738.0,1271.0,0.581,89.7,0.498,0.359,0.689,2002,12.2,25.1,37.3,16
2203,1,15,1,Winthrop,16,0,0,61,2002,Winthrop,4.2,7.47,11.8,0.8,6.5,21.0,515.0,1061.0,0.485,68.5,0.423,0.314,0.656,2002,13.1,25.2,38.3,1
2204,8,1,1,Notre Dame,8,1,1,62,2002,Notre Dame,4.94,7.94,19.1,1.45,7.4,20.0,644.0,1291.0,0.499,78.8,0.46,0.379,0.702,2002,13.0,27.7,40.7,9
2205,8,1,1,Charlotte,9,0,0,63,2002,Charlotte,2.41,6.83,13.9,1.0,8.3,22.0,500.0,1018.0,0.491,73.9,0.444,0.369,0.705,2002,12.6,25.5,38.0,8
2206,5,7,1,Indiana,5,1,1,64,2002,Indiana,5.55,6.87,14.6,1.1,7.2,18.0,544.0,1132.0,0.481,70.2,0.452,0.394,0.709,2002,11.3,24.5,35.9,12
2207,5,7,1,Utah,12,0,0,65,2002,Utah,2.79,6.1,14.7,1.12,7.8,19.0,441.0,859.0,0.513,67.7,0.47,0.403,0.678,2002,8.8,21.9,30.7,5
2208,13,9,2,USC,4,0,1,66,2002,USC,3.97,9.1,15.5,1.29,6.2,18.0,691.0,1446.0,0.478,77.6,0.441,0.345,0.696,2002,14.2,24.3,38.5,13
2209,13,9,2,UNC Wilmington,13,1,0,67,2002,UNC Wilmington,3.19,8.32,13.9,1.16,6.7,18.0,526.0,1139.0,0.462,67.1,0.434,0.377,0.68,2002,11.3,23.0,34.3,4
2210,6,5,1,California,6,1,1,68,2002,California,4.03,8.0,15.2,1.15,5.9,19.0,615.0,1185.0,0.519,72.6,0.454,0.317,0.675,2002,11.3,22.6,33.9,11
2211,6,5,1,Penn,11,0,0,69,2002,Pennsylvania,3.42,6.68,17.5,1.33,8.2,21.0,536.0,1001.0,0.535,73.1,0.481,0.397,0.728,2002,8.2,24.2,32.4,6
2212,3,11,1,Pitt,3,1,1,70,2002,Pittsburgh,4.47,6.66,16.9,1.19,6.4,20.0,642.0,1174.0,0.547,72.6,0.47,0.325,0.611,2002,13.1,25.6,38.7,14
2213,3,11,1,Central Connecticut,14,0,0,71,2002,Central Connecticut,3.29,6.84,13.3,0.9,4.3,12.0,662.0,1351.0,0.49,71.8,0.458,0.346,0.735,2002,13.2,26.2,39.3,3
2214,10,3,2,Oklahoma State,7,0,1,72,2002,Oklahoma State,3.48,7.81,14.4,0.95,5.3,16.0,651.0,1316.0,0.495,72.0,0.45,0.33,0.639,2002,15.1,24.9,40.0,10
2215,10,3,2,Kent State,10,1,0,73,2002,Kent State,2.03,6.16,13.8,1.24,6.4,17.0,678.0,1312.0,0.517,76.4,0.473,0.371,0.726,2002,13.4,24.3,37.6,7
2216,2,13,1,Alabama,2,1,1,74,2002,Alabama,3.24,7.45,13.1,0.94,6.3,20.0,655.0,1291.0,0.507,76.2,0.439,0.309,0.729,2002,14.6,24.6,39.2,15
2217,2,13,1,Florida Atlantic,15,0,0,75,2002,Florida Atlantic,3.57,9.6,15.5,1.0,5.8,17.0,656.0,1433.0,0.458,74.2,0.427,0.339,0.66,2002,16.4,23.0,39.4,2
2218,1,7,1,Duke,1,1,1,76,2002,Duke,3.06,9.94,17.9,1.27,8.5,24.0,738.0,1271.0,0.581,89.7,0.498,0.359,0.689,2002,12.2,25.1,37.3,8
2219,1,7,1,Notre Dame,8,0,0,77,2002,Notre Dame,4.94,7.94,19.1,1.45,7.4,20.0,644.0,1291.0,0.499,78.8,0.46,0.379,0.702,2002,13.0,27.7,40.7,1
2220,5,8,1,Indiana,5,1,1,78,2002,Indiana,5.55,6.87,14.6,1.1,7.2,18.0,544.0,1132.0,0.481,70.2,0.452,0.394,0.709,2002,11.3,24.5,35.9,13
2221,5,8,1,UNC Wilmington,13,0,0,79,2002,UNC Wilmington,3.19,8.32,13.9,1.16,6.7,18.0,526.0,1139.0,0.462,67.1,0.434,0.377,0.68,2002,11.3,23.0,34.3,5
2222,3,3,1,California,6,0,0,80,2002,California,4.03,8.0,15.2,1.15,5.9,19.0,615.0,1185.0,0.519,72.6,0.454,0.317,0.675,2002,11.3,22.6,33.9,3
2223,3,3,1,Pitt,3,1,1,81,2002,Pittsburgh,4.47,6.66,16.9,1.19,6.4,20.0,642.0,1174.0,0.547,72.6,0.47,0.325,0.611,2002,13.1,25.6,38.7,6
2224,10,8,2,Kent State,10,1,0,82,2002,Kent State,2.03,6.16,13.8,1.24,6.4,17.0,678.0,1312.0,0.517,76.4,0.473,0.371,0.726,2002,13.4,24.3,37.6,2
2225,10,8,2,Alabama,2,0,1,83,2002,Alabama,3.24,7.45,13.1,0.94,6.3,20.0,655.0,1291.0,0.507,76.2,0.439,0.309,0.729,2002,14.6,24.6,39.2,10
2226,5,4,2,Duke,1,0,1,84,2002,Duke,3.06,9.94,17.9,1.27,8.5,24.0,738.0,1271.0,0.581,89.7,0.498,0.359,0.689,2002,12.2,25.1,37.3,5
2227,5,4,2,Indiana,5,1,0,85,2002,Indiana,5.55,6.87,14.6,1.1,7.2,18.0,544.0,1132.0,0.481,70.2,0.452,0.394,0.709,2002,11.3,24.5,35.9,1
2228,10,7,2,Pitt,3,0,1,86,2002,Pittsburgh,4.47,6.66,16.9,1.19,6.4,20.0,642.0,1174.0,0.547,72.6,0.47,0.325,0.611,2002,13.1,25.6,38.7,10
2229,10,7,2,Kent State,10,1,0,87,2002,Kent State,2.03,6.16,13.8,1.24,6.4,17.0,678.0,1312.0,0.517,76.4,0.473,0.371,0.726,2002,13.4,24.3,37.6,3
2230,5,5,1,Indiana,5,1,1,88,2002,Indiana,5.55,6.87,14.6,1.1,7.2,18.0,544.0,1132.0,0.481,70.2,0.452,0.394,0.709,2002,11.3,24.5,35.9,10
2231,5,5,1,Kent State,10,0,0,89,2002,Kent State,2.03,6.16,13.8,1.24,6.4,17.0,678.0,1312.0,0.517,76.4,0.473,0.371,0.726,2002,13.4,24.3,37.6,5
2232,1,15,1,Cincinnati,1,1,1,90,2002,Cincinnati,4.3,4.85,13.3,1.11,5.8,16.0,708.0,1398.0,0.506,77.2,0.466,0.359,0.707,2002,13.0,26.4,39.4,16
2233,1,15,1,Boston University,16,0,0,91,2002,Boston University,2.65,6.16,12.5,0.96,6.4,18.0,533.0,1161.0,0.459,67.6,0.429,0.365,0.684,2002,12.1,25.4,37.5,1
2234,8,1,1,UCLA,8,1,1,92,2002,UCLA,2.67,5.37,14.3,0.94,6.8,17.0,599.0,1189.0,0.504,73.9,0.475,0.406,0.682,2002,11.5,24.6,36.1,9
