,point_difference,team_seed,win,higher_or_lower_seed,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,ORPG,DRPG,RPG,other_team_seed,SRS_adv,SOS_adv,eFG_perc_adv,SRS_adv_opponent,SOS_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,eFG_perc_adv_subtracted,BLKPG_opponent,STPG_opponent,APG_opponent,AST_TO_opponent,_3pm_opponent,_3pa_opponent,_2pm_opponent,_2pa_opponent,_2p_perc_opponent,FG_perc_opponent,_3p_perc_opponent,FT_perc_opponent,ORPG_opponent,DRPG_opponent,RPG_opponent,BLKPG_subtracted,STPG_subtracted,APG_subtracted,AST_TO_subtracted,_3pm_subtracted,_3pa_subtracted,_2pm_subtracted,_2pa_subtracted,_2p_perc_subtracted,PTS_opponent,PTS_subtracted,FG_perc_subtracted,_3p_perc_subtracted,FT_perc_subtracted,ORPG_subtracted,DRPG_subtracted,RPG_subtracted,round,wins,losses,kenpom_adjem,wins_opponent,losses_opponent,kenpom_adjem_opponent,wins_subtracted,losses_subtracted,kenpom_adjem_subtracted
482,13,2,1,1,2.87,7.27,16.9,1.23,7.3,17.0,619.0,1162.0,0.5329999999999999,78.6,0.498,0.42100000000000004,0.774,11.3,23.1,34.5,15,21.4,9.68,0.562,-0.86,-5.22,0.498,22.26,14.9,0.06400000000000006,3.75,9.0,11.8,0.85,3.6,11.0,634.0,1249.0,0.508,0.46299999999999997,0.311,0.6459999999999999,10.8,20.4,31.2,-0.8799999999999999,-1.7300000000000004,5.099999999999998,0.38,3.7,6.0,-15.0,-87.0,0.024999999999999908,63.6,14.999999999999993,0.034999999999999976,0.11,0.1280000000000001,0.5,2.700000000000003,3.3000000000000007,1,26.0,7.0,25.02,24.0,9.0,3.2,2.0,-2.0,21.82
483,13,15,0,0,3.75,9.0,11.8,0.85,3.6,11.0,634.0,1249.0,0.508,63.6,0.46299999999999997,0.311,0.6459999999999999,10.8,20.4,31.2,2,-0.86,-5.22,0.498,21.4,9.68,0.562,-22.26,-14.9,-0.06400000000000006,2.87,7.27,16.9,1.23,7.3,17.0,619.0,1162.0,0.5329999999999999,0.498,0.42100000000000004,0.774,11.3,23.1,34.5,0.8799999999999999,1.7300000000000004,-5.099999999999998,-0.38,-3.7,-6.0,15.0,87.0,-0.024999999999999908,78.6,-14.999999999999993,-0.034999999999999976,-0.11,-0.1280000000000001,-0.5,-2.700000000000003,-3.3000000000000007,1,24.0,9.0,3.2,26.0,7.0,25.02,-2.0,2.0,-21.82
484,8,1,1,1,3.42,7.64,18.6,1.67,8.7,22.0,642.0,1182.0,0.5429999999999999,77.4,0.489,0.39899999999999997,0.7240000000000001,11.0,23.4,34.4,9,24.1,8.47,0.56,9.25,3.02,0.482,14.85,5.450000000000001,0.07800000000000007,5.3,7.03,15.3,1.04,2.7,10.0,667.0,1315.0,0.507,0.46299999999999997,0.271,0.711,12.2,27.4,39.6,-1.88,0.6099999999999994,3.3000000000000007,0.6299999999999999,5.999999999999999,12.0,-25.0,-133.0,0.03599999999999992,70.2,7.200000000000002,0.025999999999999968,0.128,0.013000000000000124,-1.1999999999999993,-4.0,-5.200000000000003,2,37.0,2.0,32.68,25.0,7.0,12.11,12.0,-5.0,20.57
485,8,9,0,0,5.3,7.03,15.3,1.04,2.7,10.0,667.0,1315.0,0.507,70.2,0.46299999999999997,0.271,0.711,12.2,27.4,39.6,1,9.25,3.02,0.482,24.1,8.47,0.56,-14.85,-5.450000000000001,-0.07800000000000007,3.42,7.64,18.6,1.67,8.7,22.0,642.0,1182.0,0.5429999999999999,0.489,0.39899999999999997,0.7240000000000001,11.0,23.4,34.4,1.88,-0.6099999999999994,-3.3000000000000007,-0.6299999999999999,-5.999999999999999,-12.0,25.0,133.0,-0.03599999999999992,77.4,-7.200000000000002,-0.025999999999999968,-0.128,-0.013000000000000124,1.1999999999999993,4.0,5.200000000000003,2,25.0,7.0,12.11,37.0,2.0,32.68,-12.0,5.0,-20.57
486,8,12,1,0,3.62,8.48,13.8,1.0,8.0,23.0,525.0,1036.0,0.507,74.9,0.446,0.35100000000000003,0.698,13.4,23.3,36.8,4,10.41,1.44,0.517,14.38,6.41,0.493,-3.9700000000000006,-4.9700000000000015,0.02400000000000001,4.11,7.25,17.4,1.35,4.0,12.0,603.0,1243.0,0.485,0.452,0.32899999999999996,0.713,14.3,23.5,37.8,-0.4900000000000002,1.2300000000000004,-3.5999999999999983,-0.3500000000000001,4.0,11.0,-78.0,-207.0,0.02200000000000002,71.9,3.0,-0.0060000000000000045,0.02200000000000002,-0.015000000000000013,-0.9000000000000004,-0.1999999999999993,-1.0,2,26.0,6.0,14.69,25.0,5.0,18.3,1.0,1.0,-3.610000000000001
487,8,4,0,1,4.11,7.25,17.4,1.35,4.0,12.0,603.0,1243.0,0.485,71.9,0.452,0.32899999999999996,0.713,14.3,23.5,37.8,12,14.38,6.41,0.493,10.41,1.44,0.517,3.9700000000000006,4.9700000000000015,-0.02400000000000001,3.62,8.48,13.8,1.0,8.0,23.0,525.0,1036.0,0.507,0.446,0.35100000000000003,0.698,13.4,23.3,36.8,0.4900000000000002,-1.2300000000000004,3.5999999999999983,0.3500000000000001,-4.0,-11.0,78.0,207.0,-0.02200000000000002,74.9,-3.0,0.0060000000000000045,-0.02200000000000002,0.015000000000000013,0.9000000000000004,0.1999999999999993,1.0,2,25.0,5.0,18.3,26.0,6.0,14.69,-1.0,-1.0,3.610000000000001
488,8,11,0,0,3.06,11.77,15.7,1.17,6.6,19.0,648.0,1294.0,0.501,77.8,0.455,0.35200000000000004,0.698,11.7,21.3,33.0,3,10.42,4.78,0.505,18.0,8.03,0.534,-7.58,-3.2499999999999987,-0.029000000000000026,3.58,8.24,16.6,1.12,6.8,17.0,735.0,1479.0,0.4970000000000001,0.47100000000000003,0.402,0.778,13.7,23.3,37.0,-0.52,3.53,-0.9000000000000021,0.049999999999999815,-0.20000000000000007,2.0,-87.0,-185.0,0.003999999999999893,79.7,-1.9000000000000057,-0.01599999999999996,-0.04999999999999999,-0.08000000000000007,-2.0,-2.0,-4.0,2,22.0,11.0,12.51,30.0,7.0,22.22,-8.0,4.0,-9.71
489,8,3,1,1,3.58,8.24,16.6,1.12,6.8,17.0,735.0,1479.0,0.4970000000000001,79.7,0.47100000000000003,0.402,0.778,13.7,23.3,37.0,11,18.0,8.03,0.534,10.42,4.78,0.505,7.58,3.2499999999999987,0.029000000000000026,3.06,11.77,15.7,1.17,6.6,19.0,648.0,1294.0,0.501,0.455,0.35200000000000004,0.698,11.7,21.3,33.0,0.52,-3.53,0.9000000000000021,-0.049999999999999815,0.20000000000000007,-2.0,87.0,185.0,-0.003999999999999893,77.8,1.9000000000000057,0.01599999999999996,0.04999999999999999,0.08000000000000007,2.0,2.0,4.0,2,30.0,7.0,22.22,22.0,11.0,12.51,8.0,-4.0,9.71
490,5,7,0,0,3.0,9.27,13.5,1.04,5.8,16.0,644.0,1317.0,0.489,67.4,0.45399999999999996,0.3670000000000001,0.742,11.2,21.6,32.8,2,11.53,5.12,0.503,21.4,9.68,0.562,-9.87,-4.56,-0.05900000000000005,2.87,7.27,16.9,1.23,7.3,17.0,619.0,1162.0,0.5329999999999999,0.498,0.42100000000000004,0.774,11.3,23.1,34.5,0.1299999999999999,2.0,-3.3999999999999986,-0.18999999999999995,-1.5,-1.0,25.0,155.0,-0.04399999999999993,78.6,-11.199999999999989,-0.043999999999999984,-0.05399999999999988,-0.03200000000000003,-0.10000000000000142,-1.5,-1.7000000000000028,2,27.0,8.0,16.75,26.0,7.0,25.02,1.0,1.0,-8.27
491,5,2,1,1,2.87,7.27,16.9,1.23,7.3,17.0,619.0,1162.0,0.5329999999999999,78.6,0.498,0.42100000000000004,0.774,11.3,23.1,34.5,7,21.4,9.68,0.562,11.53,5.12,0.503,9.87,4.56,0.05900000000000005,3.0,9.27,13.5,1.04,5.8,16.0,644.0,1317.0,0.489,0.45399999999999996,0.3670000000000001,0.742,11.2,21.6,32.8,-0.1299999999999999,-2.0,3.3999999999999986,0.18999999999999995,1.5,1.0,-25.0,-155.0,0.04399999999999993,67.4,11.199999999999989,0.043999999999999984,0.05399999999999988,0.03200000000000003,0.10000000000000142,1.5,1.7000000000000028,2,26.0,7.0,25.02,27.0,8.0,16.75,-1.0,-1.0,8.27
492,11,1,1,1,3.42,7.64,18.6,1.67,8.7,22.0,642.0,1182.0,0.5429999999999999,77.4,0.489,0.39899999999999997,0.7240000000000001,11.0,23.4,34.4,12,24.1,8.47,0.56,10.41,1.44,0.517,13.69,7.030000000000001,0.04300000000000004,3.62,8.48,13.8,1.0,8.0,23.0,525.0,1036.0,0.507,0.446,0.35100000000000003,0.698,13.4,23.3,36.8,-0.20000000000000007,-0.8400000000000007,4.800000000000002,0.6699999999999999,0.6999999999999993,-1.0,117.0,146.0,0.03599999999999992,74.9,2.5,0.04299999999999998,0.04799999999999999,0.02600000000000013,-2.4000000000000004,0.09999999999999787,-2.3999999999999986,3,37.0,2.0,32.68,26.0,6.0,14.69,11.0,-4.0,17.990000000000006
493,11,12,0,0,3.62,8.48,13.8,1.0,8.0,23.0,525.0,1036.0,0.507,74.9,0.446,0.35100000000000003,0.698,13.4,23.3,36.8,1,10.41,1.44,0.517,24.1,8.47,0.56,-13.69,-7.030000000000001,-0.04300000000000004,3.42,7.64,18.6,1.67,8.7,22.0,642.0,1182.0,0.5429999999999999,0.489,0.39899999999999997,0.7240000000000001,11.0,23.4,34.4,0.20000000000000007,0.8400000000000007,-4.800000000000002,-0.6699999999999999,-0.6999999999999993,1.0,-117.0,-146.0,-0.03599999999999992,77.4,-2.5,-0.04299999999999998,-0.04799999999999999,-0.02600000000000013,2.4000000000000004,-0.09999999999999787,2.3999999999999986,3,26.0,6.0,14.69,37.0,2.0,32.68,-11.0,4.0,-17.990000000000006
494,1,3,1,0,3.58,8.24,16.6,1.12,6.8,17.0,735.0,1479.0,0.4970000000000001,79.7,0.47100000000000003,0.402,0.778,13.7,23.3,37.0,2,18.0,8.03,0.534,21.4,9.68,0.562,-3.3999999999999986,-1.6500000000000004,-0.028000000000000025,2.87,7.27,16.9,1.23,7.3,17.0,619.0,1162.0,0.5329999999999999,0.498,0.42100000000000004,0.774,11.3,23.1,34.5,0.71,0.9700000000000006,-0.2999999999999972,-0.10999999999999988,-0.5,0.0,116.0,317.0,-0.03599999999999981,78.6,1.1000000000000083,-0.027000000000000024,-0.018999999999999958,0.0040000000000000036,2.3999999999999986,0.1999999999999993,2.5,3,30.0,7.0,22.22,26.0,7.0,25.02,4.0,0.0,-2.8000000000000007
495,1,2,0,1,2.87,7.27,16.9,1.23,7.3,17.0,619.0,1162.0,0.5329999999999999,78.6,0.498,0.42100000000000004,0.774,11.3,23.1,34.5,3,21.4,9.68,0.562,18.0,8.03,0.534,3.3999999999999986,1.6500000000000004,0.028000000000000025,3.58,8.24,16.6,1.12,6.8,17.0,735.0,1479.0,0.4970000000000001,0.47100000000000003,0.402,0.778,13.7,23.3,37.0,-0.71,-0.9700000000000006,0.2999999999999972,0.10999999999999988,0.5,0.0,-116.0,-317.0,0.03599999999999981,79.7,-1.1000000000000083,0.027000000000000024,0.018999999999999958,-0.0040000000000000036,-2.3999999999999986,-0.1999999999999993,-2.5,3,26.0,7.0,25.02,30.0,7.0,22.22,-4.0,0.0,2.8000000000000007
496,2,1,1,1,3.42,7.64,18.6,1.67,8.7,22.0,642.0,1182.0,0.5429999999999999,77.4,0.489,0.39899999999999997,0.7240000000000001,11.0,23.4,34.4,3,24.1,8.47,0.56,18.0,8.03,0.534,6.100000000000001,0.4400000000000013,0.026000000000000027,3.58,8.24,16.6,1.12,6.8,17.0,735.0,1479.0,0.4970000000000001,0.47100000000000003,0.402,0.778,13.7,23.3,37.0,-0.16000000000000014,-0.6000000000000005,2.0,0.5499999999999998,1.9,5.0,-93.0,-297.0,0.04599999999999982,79.7,-2.299999999999997,0.018000000000000016,-0.003000000000000003,-0.05399999999999994,-2.7,0.09999999999999787,-2.6000000000000014,4,37.0,2.0,32.68,30.0,7.0,22.22,7.0,-5.0,10.46
497,2,3,0,0,3.58,8.24,16.6,1.12,6.8,17.0,735.0,1479.0,0.4970000000000001,79.7,0.47100000000000003,0.402,0.778,13.7,23.3,37.0,1,18.0,8.03,0.534,24.1,8.47,0.56,-6.100000000000001,-0.4400000000000013,-0.026000000000000027,3.42,7.64,18.6,1.67,8.7,22.0,642.0,1182.0,0.5429999999999999,0.489,0.39899999999999997,0.7240000000000001,11.0,23.4,34.4,0.16000000000000014,0.6000000000000005,-2.0,-0.5499999999999998,-1.9,-5.0,93.0,297.0,-0.04599999999999982,77.4,2.299999999999997,-0.018000000000000016,0.003000000000000003,0.05399999999999994,2.7,-0.09999999999999787,2.6000000000000014,4,30.0,7.0,22.22,37.0,2.0,32.68,-7.0,5.0,-10.46
498,4,1,1,1,3.84,10.39,19.3,1.16,7.4,18.0,715.0,1330.0,0.5379999999999999,88.8,0.496,0.4,0.735,13.8,26.5,40.3,5,28.42,10.66,0.56,20.47,7.41,0.546,7.950000000000002,3.25,0.014000000000000012,2.68,7.71,17.9,1.29,6.9,19.0,584.0,1032.0,0.5660000000000001,0.496,0.36,0.775,11.9,24.2,36.0,1.1599999999999997,2.6800000000000006,1.400000000000002,-0.13000000000000012,0.5,-1.0,131.0,298.0,-0.028000000000000136,78.1,10.700000000000003,0.0,0.040000000000000036,-0.040000000000000036,1.9000000000000004,2.3000000000000007,4.299999999999997,5,33.0,4.0,32.77,26.0,7.0,25.67,7.0,-3.0,7.100000000000001
499,4,5,0,0,2.68,7.71,17.9,1.29,6.9,19.0,584.0,1032.0,0.5660000000000001,78.1,0.496,0.36,0.775,11.9,24.2,36.0,1,20.47,7.41,0.546,28.42,10.66,0.56,-7.950000000000002,-3.25,-0.014000000000000012,3.84,10.39,19.3,1.16,7.4,18.0,715.0,1330.0,0.5379999999999999,0.496,0.4,0.735,13.8,26.5,40.3,-1.1599999999999997,-2.6800000000000006,-1.400000000000002,0.13000000000000012,-0.5,1.0,-131.0,-298.0,0.028000000000000136,88.8,-10.700000000000003,0.0,-0.040000000000000036,0.040000000000000036,-1.9000000000000004,-2.3000000000000007,-4.299999999999997,5,26.0,7.0,25.67,33.0,4.0,32.77,-7.0,3.0,-7.100000000000001
500,3,4,0,0,3.85,9.09,15.8,1.09,9.6,24.0,566.0,1109.0,0.51,81.2,0.465,0.402,0.726,13.1,26.2,39.3,1,22.57,6.18,0.55,24.1,8.47,0.56,-1.5300000000000011,-2.290000000000001,-0.010000000000000007,3.42,7.64,18.6,1.67,8.7,22.0,642.0,1182.0,0.5429999999999999,0.489,0.39899999999999997,0.7240000000000001,11.0,23.4,34.4,0.43000000000000016,1.4500000000000002,-2.8000000000000007,-0.5799999999999998,0.9000000000000004,2.0,-76.0,-73.0,-0.03299999999999992,77.4,3.799999999999997,-0.02399999999999997,0.003000000000000003,0.0019999999999998908,2.1,2.8000000000000007,4.899999999999999,5,33.0,5.0,25.78,37.0,2.0,32.68,-4.0,3.0,-6.899999999999999
501,3,1,1,1,3.42,7.64,18.6,1.67,8.7,22.0,642.0,1182.0,0.5429999999999999,77.4,0.489,0.39899999999999997,0.7240000000000001,11.0,23.4,34.4,4,24.1,8.47,0.56,22.57,6.18,0.55,1.5300000000000011,2.290000000000001,0.010000000000000007,3.85,9.09,15.8,1.09,9.6,24.0,566.0,1109.0,0.51,0.465,0.402,0.726,13.1,26.2,39.3,-0.43000000000000016,-1.4500000000000002,2.8000000000000007,0.5799999999999998,-0.9000000000000004,-2.0,76.0,73.0,0.03299999999999992,81.2,-3.799999999999997,0.02399999999999997,-0.003000000000000003,-0.0019999999999998908,-2.1,-2.8000000000000007,-4.899999999999999,5,37.0,2.0,32.68,33.0,5.0,25.78,4.0,-3.0,6.899999999999999
502,0,1,1,9999,3.84,10.39,19.3,1.16,7.4,18.0,715.0,1330.0,0.5379999999999999,88.8,0.496,0.4,0.735,13.8,26.5,40.3,1,28.42,10.66,0.56,24.1,8.47,0.56,4.32,2.1899999999999995,0.0,3.42,7.64,18.6,1.67,8.7,22.0,642.0,1182.0,0.5429999999999999,0.489,0.39899999999999997,0.7240000000000001,11.0,23.4,34.4,0.4199999999999999,2.7500000000000013,0.6999999999999993,-0.51,-1.299999999999999,-4.0,73.0,148.0,-0.0050000000000000044,77.4,11.399999999999993,0.007000000000000006,0.0010000000000000009,0.0109999999999999,2.8000000000000007,3.1000000000000014,5.899999999999999,6,33.0,4.0,32.77,37.0,2.0,32.68,-4.0,2.0,0.09000000000000341
503,0,1,0,9999,3.42,7.64,18.6,1.67,8.7,22.0,642.0,1182.0,0.5429999999999999,77.4,0.489,0.39899999999999997,0.7240000000000001,11.0,23.4,34.4,1,24.1,8.47,0.56,28.42,10.66,0.56,-4.32,-2.1899999999999995,0.0,3.84,10.39,19.3,1.16,7.4,18.0,715.0,1330.0,0.5379999999999999,0.496,0.4,0.735,13.8,26.5,40.3,-0.4199999999999999,-2.7500000000000013,-0.6999999999999993,0.51,1.299999999999999,4.0,-73.0,-148.0,0.0050000000000000044,88.8,-11.399999999999993,-0.007000000000000006,-0.0010000000000000009,-0.0109999999999999,-2.8000000000000007,-3.1000000000000014,-5.899999999999999,6,37.0,2.0,32.68,33.0,4.0,32.77,4.0,-2.0,-0.09000000000000341
504,15,1,1,1,5.03,7.59,12.6,1.12,9.1,24.0,462.0,1022.0,0.452,75.4,0.426,0.387,0.7509999999999999,13.5,22.8,36.2,16,19.51,9.23,0.491,-2.99,-4.05,0.502,22.5,13.28,-0.01100000000000001,3.44,7.66,14.7,0.97,6.3,19.0,543.0,1082.0,0.502,0.44299999999999995,0.33799999999999997,0.665,8.8,23.8,32.7,1.5900000000000003,-0.07000000000000027,-2.1,0.15000000000000013,2.8,5.0,-81.0,-60.0,-0.04999999999999999,64.8,10.600000000000009,-0.017000000000000015,0.04899999999999999,0.08599999999999985,4.699999999999998,-1.0,3.5,1,28.0,5.0,24.59,19.0,15.0,-0.68,9.0,-10.0,25.27
505,15,16,0,0,3.44,7.66,14.7,0.97,6.3,19.0,543.0,1082.0,0.502,64.8,0.44299999999999995,0.33799999999999997,0.665,8.8,23.8,32.7,1,-2.99,-4.05,0.502,19.51,9.23,0.491,-22.5,-13.28,0.01100000000000001,5.03,7.59,12.6,1.12,9.1,24.0,462.0,1022.0,0.452,0.426,0.387,0.7509999999999999,13.5,22.8,36.2,-1.5900000000000003,0.07000000000000027,2.1,-0.15000000000000013,-2.8,-5.0,81.0,60.0,0.04999999999999999,75.4,-10.600000000000009,0.017000000000000015,-0.04899999999999999,-0.08599999999999985,-4.699999999999998,1.0,-3.5,1,19.0,15.0,-0.68,28.0,5.0,24.59,-9.0,10.0,-25.27
506,1,8,1,1,3.77,9.87,14.8,1.1,4.3,13.0,714.0,1495.0,0.478,72.9,0.442,0.316,0.7,13.6,20.9,34.5,9,15.12,10.09,0.481,13.14,7.24,0.487,1.9799999999999984,2.85,-0.0060000000000000045,3.37,5.37,13.4,1.15,6.3,18.0,562.0,1185.0,0.474,0.4320000000000001,0.342,0.6629999999999999,12.9,23.6,36.6,0.3999999999999999,4.499999999999999,1.4000000000000004,-0.049999999999999815,-2.0,-5.0,152.0,310.0,0.0040000000000000036,71.0,1.9000000000000057,0.009999999999999898,-0.026000000000000027,0.03700000000000003,0.6999999999999993,-2.700000000000003,-2.1000000000000014,1,20.0,13.0,17.23,19.0,12.0,14.94,1.0,1.0,2.290000000000001
507,1,9,0,0,3.37,5.37,13.4,1.15,6.3,18.0,562.0,1185.0,0.474,71.0,0.4320000000000001,0.342,0.6629999999999999,12.9,23.6,36.6,8,13.14,7.24,0.487,15.12,10.09,0.481,-1.9799999999999984,-2.85,0.0060000000000000045,3.77,9.87,14.8,1.1,4.3,13.0,714.0,1495.0,0.478,0.442,0.316,0.7,13.6,20.9,34.5,-0.3999999999999999,-4.499999999999999,-1.4000000000000004,0.049999999999999815,2.0,5.0,-152.0,-310.0,-0.0040000000000000036,72.9,-1.9000000000000057,-0.009999999999999898,0.026000000000000027,-0.03700000000000003,-0.6999999999999993,2.700000000000003,2.1000000000000014,1,19.0,12.0,14.94,20.0,13.0,17.23,-1.0,-1.0,-2.290000000000001
508,7,5,0,1,4.78,5.44,15.6,1.2,5.4,15.0,659.0,1352.0,0.48700000000000004,72.6,0.455,0.363,0.7170000000000001,12.6,25.9,38.5,12,10.16,2.26,0.503,4.86,-0.96,0.556,5.3,3.22,-0.05300000000000005,3.1,7.72,18.2,1.27,7.4,19.0,612.0,1112.0,0.55,0.495,0.385,0.711,11.4,24.2,35.7,1.6800000000000002,-2.28,-2.6,-0.07000000000000006,-2.0,-4.0,47.0,240.0,-0.06300000000000006,79.5,-6.900000000000006,-0.03999999999999998,-0.02200000000000002,0.0060000000000001155,1.1999999999999993,1.6999999999999993,2.799999999999997,1,27.0,6.0,15.22,24.0,7.0,8.95,3.0,-1.0,6.270000000000001
509,7,12,1,0,3.1,7.72,18.2,1.27,7.4,19.0,612.0,1112.0,0.55,79.5,0.495,0.385,0.711,11.4,24.2,35.7,5,4.86,-0.96,0.556,10.16,2.26,0.503,-5.3,-3.22,0.05300000000000005,4.78,5.44,15.6,1.2,5.4,15.0,659.0,1352.0,0.48700000000000004,0.455,0.363,0.7170000000000001,12.6,25.9,38.5,-1.6800000000000002,2.28,2.6,0.07000000000000006,2.0,4.0,-47.0,-240.0,0.06300000000000006,72.6,6.900000000000006,0.03999999999999998,0.02200000000000002,-0.0060000000000001155,-1.1999999999999993,-1.6999999999999993,-2.799999999999997,1,24.0,7.0,8.95,27.0,6.0,15.22,-3.0,1.0,-6.270000000000001
510,9,4,1,1,4.36,6.15,17.7,1.34,5.8,16.0,678.0,1263.0,0.537,74.4,0.486,0.365,0.672,13.1,22.2,35.3,13,13.79,6.1,0.539,6.93,-1.57,0.5479999999999999,6.859999999999999,7.67,-0.009000000000000008,2.1,5.94,16.0,1.23,6.6,17.0,627.0,1172.0,0.535,0.489,0.38799999999999996,0.745,9.9,25.5,35.4,2.26,0.21,1.6999999999999993,0.1100000000000001,-0.7999999999999998,-1.0,51.0,91.0,0.0020000000000000018,74.2,0.20000000000000284,-0.003000000000000003,-0.02300000000000002,-0.07299999999999995,3.2,-3.3000000000000007,-0.10000000000000142,1,28.0,8.0,18.65,24.0,8.0,10.87,4.0,0.0,7.7799999999999985
511,9,13,0,0,2.1,5.94,16.0,1.23,6.6,17.0,627.0,1172.0,0.535,74.2,0.489,0.38799999999999996,0.745,9.9,25.5,35.4,4,6.93,-1.57,0.5479999999999999,13.79,6.1,0.539,-6.859999999999999,-7.67,0.009000000000000008,4.36,6.15,17.7,1.34,5.8,16.0,678.0,1263.0,0.537,0.486,0.365,0.672,13.1,22.2,35.3,-2.26,-0.21,-1.6999999999999993,-0.1100000000000001,0.7999999999999998,1.0,-51.0,-91.0,-0.0020000000000000018,74.4,-0.20000000000000284,0.003000000000000003,0.02300000000000002,0.07299999999999995,-3.2,3.3000000000000007,0.10000000000000142,1,24.0,8.0,10.87,28.0,8.0,18.65,-4.0,0.0,-7.7799999999999985
512,5,6,0,1,3.43,7.11,14.5,1.03,6.0,17.0,515.0,1054.0,0.489,68.6,0.449,0.359,0.715,14.6,22.0,36.6,11,11.89,6.79,0.506,7.65,1.47,0.491,4.24,5.32,0.015000000000000013,3.0,6.97,12.6,0.92,6.6,20.0,559.0,1147.0,0.48700000000000004,0.4370000000000001,0.336,0.688,14.8,23.9,38.6,0.43000000000000016,0.14000000000000054,1.9000000000000004,0.11,-0.5999999999999996,-3.0,-44.0,-93.0,0.0020000000000000018,74.2,-5.6000000000000085,0.0119999999999999,0.022999999999999958,0.027000000000000024,-0.20000000000000107,-1.8999999999999984,-2.0,1,20.0,9.0,13.99,22.0,9.0,11.86,-2.0,0.0,2.130000000000001
513,5,11,1,0,3.0,6.97,12.6,0.92,6.6,20.0,559.0,1147.0,0.48700000000000004,74.2,0.4370000000000001,0.336,0.688,14.8,23.9,38.6,6,7.65,1.47,0.491,11.89,6.79,0.506,-4.24,-5.32,-0.015000000000000013,3.43,7.11,14.5,1.03,6.0,17.0,515.0,1054.0,0.489,0.449,0.359,0.715,14.6,22.0,36.6,-0.43000000000000016,-0.14000000000000054,-1.9000000000000004,-0.11,0.5999999999999996,3.0,44.0,93.0,-0.0020000000000000018,68.6,5.6000000000000085,-0.0119999999999999,-0.022999999999999958,-0.027000000000000024,0.20000000000000107,1.8999999999999984,2.0,1,22.0,9.0,11.86,20.0,9.0,13.99,2.0,0.0,-2.130000000000001
514,11,3,1,1,4.94,8.03,17.0,1.14,7.4,19.0,668.0,1176.0,0.568,79.3,0.508,0.39399999999999996,0.735,10.6,24.6,35.2,14,20.21,5.49,0.569,4.88,-2.18,0.529,15.330000000000002,7.67,0.039999999999999925,1.33,8.57,14.3,1.07,8.6,24.0,520.0,997.0,0.522,0.456,0.364,0.705,11.3,22.6,33.9,3.61,-0.5400000000000009,2.7,0.06999999999999984,-1.1999999999999993,-5.0,148.0,179.0,0.04599999999999993,74.4,4.899999999999992,0.05199999999999999,0.030000000000000027,0.030000000000000027,-0.7000000000000011,2.0,1.3000000000000045,1,33.0,6.0,28.28,24.0,7.0,9.28,9.0,-1.0,19.0
515,11,14,0,0,1.33,8.57,14.3,1.07,8.6,24.0,520.0,997.0,0.522,74.4,0.456,0.364,0.705,11.3,22.6,33.9,3,4.88,-2.18,0.529,20.21,5.49,0.569,-15.330000000000002,-7.67,-0.039999999999999925,4.94,8.03,17.0,1.14,7.4,19.0,668.0,1176.0,0.568,0.508,0.39399999999999996,0.735,10.6,24.6,35.2,-3.61,0.5400000000000009,-2.7,-0.06999999999999984,1.1999999999999993,5.0,-148.0,-179.0,-0.04599999999999993,79.3,-4.899999999999992,-0.05199999999999999,-0.030000000000000027,-0.030000000000000027,0.7000000000000011,-2.0,-1.3000000000000045,1,24.0,7.0,9.28,33.0,6.0,28.28,-9.0,1.0,-19.0
516,3,7,1,1,3.53,6.03,15.5,1.32,6.9,19.0,512.0,950.0,0.539,66.7,0.47200000000000003,0.361,0.7040000000000001,10.7,21.9,32.6,10,13.98,6.92,0.534,11.55,5.13,0.52,2.43,1.79,0.014000000000000012,3.78,5.47,13.4,1.09,6.6,19.0,525.0,998.0,0.526,0.457,0.344,0.721,8.4,25.0,33.4,-0.25,0.5600000000000005,2.1,0.23,0.3000000000000007,0.0,-13.0,-48.0,0.013000000000000013,66.1,0.6000000000000085,0.01499999999999996,0.017000000000000015,-0.016999999999999904,2.299999999999999,-3.1000000000000014,-0.7999999999999972,1,23.0,10.0,21.29,23.0,10.0,15.84,0.0,0.0,5.449999999999998
517,3,10,0,0,3.78,5.47,13.4,1.09,6.6,19.0,525.0,998.0,0.526,66.1,0.457,0.344,0.721,8.4,25.0,33.4,7,11.55,5.13,0.52,13.98,6.92,0.534,-2.43,-1.79,-0.014000000000000012,3.53,6.03,15.5,1.32,6.9,19.0,512.0,950.0,0.539,0.47200000000000003,0.361,0.7040000000000001,10.7,21.9,32.6,0.25,-0.5600000000000005,-2.1,-0.23,-0.3000000000000007,0.0,13.0,48.0,-0.013000000000000013,66.7,-0.6000000000000085,-0.01499999999999996,-0.017000000000000015,0.016999999999999904,-2.299999999999999,3.1000000000000014,0.7999999999999972,1,23.0,10.0,15.84,23.0,10.0,21.29,0.0,0.0,-5.449999999999998
