,point_difference,team_seed,win,higher_or_lower_seed,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,ORPG,DRPG,RPG,other_team_seed,SRS_adv,SOS_adv,eFG_perc_adv,SRS_adv_opponent,SOS_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,eFG_perc_adv_subtracted,BLKPG_opponent,STPG_opponent,APG_opponent,AST_TO_opponent,_3pm_opponent,_3pa_opponent,_2pm_opponent,_2pa_opponent,_2p_perc_opponent,FG_perc_opponent,_3p_perc_opponent,FT_perc_opponent,ORPG_opponent,DRPG_opponent,RPG_opponent,BLKPG_subtracted,STPG_subtracted,APG_subtracted,AST_TO_subtracted,_3pm_subtracted,_3pa_subtracted,_2pm_subtracted,_2pa_subtracted,_2p_perc_subtracted,PTS_opponent,PTS_subtracted,FG_perc_subtracted,_3p_perc_subtracted,FT_perc_subtracted,ORPG_subtracted,DRPG_subtracted,RPG_subtracted,round,wins,losses,kenpom_adjem,wins_opponent,losses_opponent,kenpom_adjem_opponent,wins_subtracted,losses_subtracted,kenpom_adjem_subtracted
23,5,2,1,1,7.13,7.8,14.6,0.91,4.4,11.0,737.0,1465.0,0.503,77.9,0.48100000000000004,0.385,0.691,14.0,27.4,41.3,7,16.02,7.43,0.521,15.85,8.17,0.525,0.16999999999999993,-0.7400000000000002,-0.0040000000000000036,2.22,7.91,16.3,1.21,8.3,23.0,554.0,1066.0,0.52,0.45399999999999996,0.359,0.75,10.4,22.8,33.3,4.91,-0.11000000000000032,-1.7000000000000008,-0.29999999999999993,-3.9,-12.0,183.0,399.0,-0.017000000000000015,75.7,2.200000000000003,0.02699999999999997,0.026000000000000027,-0.05900000000000005,3.6,4.599999999999998,8.0,2,27.0,7.0,19.36,23.0,11.0,19.15,4.0,-4.0,0.21000000000000085
24,3,1,1,1,6.27,8.4,20.4,1.48,6.0,16.0,733.0,1404.0,0.522,85.3,0.483,0.37,0.71,13.5,28.1,41.6,4,23.5,9.38,0.53,19.15,11.99,0.502,4.350000000000001,-2.6099999999999994,0.028000000000000025,4.83,7.76,14.5,1.0,6.8,22.0,627.0,1201.0,0.522,0.44799999999999995,0.309,0.67,15.6,24.8,40.3,1.4399999999999995,0.6400000000000006,5.899999999999999,0.48,-0.7999999999999998,-6.0,106.0,203.0,0.0,76.6,8.700000000000003,0.034999999999999976,0.061,0.039999999999999925,-2.1,3.3000000000000007,1.3000000000000045,3,32.0,4.0,29.25,22.0,10.0,22.21,10.0,-6.0,7.039999999999999
25,3,4,0,0,4.83,7.76,14.5,1.0,6.8,22.0,627.0,1201.0,0.522,76.6,0.44799999999999995,0.309,0.67,15.6,24.8,40.3,1,19.15,11.99,0.502,23.5,9.38,0.53,-4.350000000000001,2.6099999999999994,-0.028000000000000025,6.27,8.4,20.4,1.48,6.0,16.0,733.0,1404.0,0.522,0.483,0.37,0.71,13.5,28.1,41.6,-1.4399999999999995,-0.6400000000000006,-5.899999999999999,-0.48,0.7999999999999998,6.0,-106.0,-203.0,0.0,85.3,-8.700000000000003,-0.034999999999999976,-0.061,-0.039999999999999925,2.1,-3.3000000000000007,-1.3000000000000045,3,22.0,10.0,22.21,32.0,4.0,29.25,-10.0,6.0,-7.039999999999999
26,9,11,0,0,4.82,7.39,15.1,1.08,6.3,17.0,691.0,1384.0,0.499,75.9,0.46299999999999997,0.3720000000000001,0.621,13.3,25.7,39.0,2,9.79,1.67,0.513,16.02,7.43,0.521,-6.23,-5.76,-0.008000000000000007,7.13,7.8,14.6,0.91,4.4,11.0,737.0,1465.0,0.503,0.48100000000000004,0.385,0.691,14.0,27.4,41.3,-2.31,-0.41000000000000014,0.5,0.17000000000000004,1.9,6.0,-46.0,-81.0,-0.0040000000000000036,77.9,-2.0,-0.01799999999999996,-0.0129999999999999,-0.06999999999999995,-0.6999999999999993,-1.6999999999999993,-2.299999999999997,3,28.0,8.0,13.45,27.0,7.0,19.36,1.0,1.0,-5.91
27,9,2,1,1,7.13,7.8,14.6,0.91,4.4,11.0,737.0,1465.0,0.503,77.9,0.48100000000000004,0.385,0.691,14.0,27.4,41.3,11,16.02,7.43,0.521,9.79,1.67,0.513,6.23,5.76,0.008000000000000007,4.82,7.39,15.1,1.08,6.3,17.0,691.0,1384.0,0.499,0.46299999999999997,0.3720000000000001,0.621,13.3,25.7,39.0,2.31,0.41000000000000014,-0.5,-0.17000000000000004,-1.9,-6.0,46.0,81.0,0.0040000000000000036,75.9,2.0,0.01799999999999996,0.0129999999999999,0.06999999999999995,0.6999999999999993,1.6999999999999993,2.299999999999997,3,27.0,7.0,19.36,28.0,8.0,13.45,-1.0,-1.0,5.91
28,1,1,1,1,6.27,8.4,20.4,1.48,6.0,16.0,733.0,1404.0,0.522,85.3,0.483,0.37,0.71,13.5,28.1,41.6,2,23.5,9.38,0.53,16.02,7.43,0.521,7.48,1.9500000000000008,0.009000000000000008,7.13,7.8,14.6,0.91,4.4,11.0,737.0,1465.0,0.503,0.48100000000000004,0.385,0.691,14.0,27.4,41.3,-0.8600000000000003,0.6000000000000005,5.799999999999999,0.57,1.5999999999999996,5.0,-4.0,-61.0,0.019000000000000017,77.9,7.399999999999991,0.0020000000000000018,-0.015000000000000013,0.019000000000000017,-0.5,0.7000000000000028,0.30000000000000426,4,32.0,4.0,29.25,27.0,7.0,19.36,5.0,-3.0,9.89
29,1,2,0,0,7.13,7.8,14.6,0.91,4.4,11.0,737.0,1465.0,0.503,77.9,0.48100000000000004,0.385,0.691,14.0,27.4,41.3,1,16.02,7.43,0.521,23.5,9.38,0.53,-7.48,-1.9500000000000008,-0.009000000000000008,6.27,8.4,20.4,1.48,6.0,16.0,733.0,1404.0,0.522,0.483,0.37,0.71,13.5,28.1,41.6,0.8600000000000003,-0.6000000000000005,-5.799999999999999,-0.57,-1.5999999999999996,-5.0,4.0,61.0,-0.019000000000000017,85.3,-7.399999999999991,-0.0020000000000000018,0.015000000000000013,-0.019000000000000017,0.5,-0.7000000000000028,-0.30000000000000426,4,27.0,7.0,19.36,32.0,4.0,29.25,-5.0,3.0,-9.89
30,15,1,1,1,5.75,10.03,21.3,1.29,6.1,15.0,908.0,1698.0,0.535,92.0,0.511,0.42200000000000004,0.718,15.0,28.9,43.9,16,24.38,9.35,0.551,-1.62,-5.1,0.449,26.0,14.45,0.10200000000000004,3.13,7.88,13.3,0.92,4.5,13.0,530.0,1225.0,0.433,0.409,0.34,0.693,12.7,23.2,35.8,2.62,2.1499999999999995,8.0,0.37,1.5999999999999996,2.0,378.0,473.0,0.10200000000000004,63.3,28.70000000000001,0.10200000000000004,0.08199999999999996,0.025000000000000026,2.3000000000000007,5.6999999999999975,8.100000000000001,1,33.0,4.0,28.99,18.0,15.0,-0.24,15.0,-11.0,29.23
31,15,16,0,0,3.13,7.88,13.3,0.92,4.5,13.0,530.0,1225.0,0.433,63.3,0.409,0.34,0.693,12.7,23.2,35.8,1,-1.62,-5.1,0.449,24.38,9.35,0.551,-26.0,-14.45,-0.10200000000000004,5.75,10.03,21.3,1.29,6.1,15.0,908.0,1698.0,0.535,0.511,0.42200000000000004,0.718,15.0,28.9,43.9,-2.62,-2.1499999999999995,-8.0,-0.37,-1.5999999999999996,-2.0,-378.0,-473.0,-0.10200000000000004,92.0,-28.70000000000001,-0.10200000000000004,-0.08199999999999996,-0.025000000000000026,-2.3000000000000007,-5.6999999999999975,-8.100000000000001,1,18.0,15.0,-0.24,33.0,4.0,28.99,-15.0,11.0,-29.23
32,1,8,1,1,4.29,5.0,16.1,1.18,7.1,20.0,573.0,1130.0,0.507,81.2,0.45299999999999996,0.34700000000000003,0.701,14.8,27.1,41.9,9,17.03,9.03,0.508,10.46,-0.28,0.539,6.57,9.31,-0.031000000000000024,3.29,7.06,15.7,1.1,8.7,23.0,584.0,1110.0,0.526,0.469,0.38,0.705,12.7,25.9,38.5,1.0,-2.06,0.4000000000000021,0.07999999999999985,-1.5999999999999996,-3.0,-11.0,20.0,-0.019000000000000017,78.2,3.0,-0.01599999999999996,-0.032999999999999974,-0.0040000000000000036,2.1000000000000014,1.2000000000000028,3.3999999999999986,1,20.0,10.0,20.32,26.0,4.0,14.51,-6.0,6.0,5.8100000000000005
33,1,9,0,0,3.29,7.06,15.7,1.1,8.7,23.0,584.0,1110.0,0.526,78.2,0.469,0.38,0.705,12.7,25.9,38.5,8,10.46,-0.28,0.539,17.03,9.03,0.508,-6.57,-9.31,0.031000000000000024,4.29,5.0,16.1,1.18,7.1,20.0,573.0,1130.0,0.507,0.45299999999999996,0.34700000000000003,0.701,14.8,27.1,41.9,-1.0,2.06,-0.4000000000000021,-0.07999999999999985,1.5999999999999996,3.0,11.0,-20.0,0.019000000000000017,81.2,-3.0,0.01599999999999996,0.032999999999999974,0.0040000000000000036,-2.1000000000000014,-1.2000000000000028,-3.3999999999999986,1,26.0,4.0,14.51,20.0,10.0,20.32,6.0,-6.0,-5.8100000000000005
34,7,5,0,1,4.6,9.9,16.6,1.12,7.5,21.0,641.0,1197.0,0.536,80.4,0.47200000000000003,0.35200000000000004,0.698,13.8,25.0,38.8,12,22.27,8.37,0.531,8.38,1.38,0.527,13.89,6.9899999999999975,0.0040000000000000036,4.03,8.37,15.0,1.08,6.9,19.0,589.0,1136.0,0.518,0.46799999999999997,0.3670000000000001,0.73,11.6,23.7,35.3,0.5699999999999994,1.5300000000000011,1.6000000000000014,0.040000000000000036,0.5999999999999996,2.0,52.0,61.0,0.018000000000000016,75.9,4.5,0.003999999999999948,-0.015000000000000069,-0.03200000000000003,2.200000000000001,1.3000000000000007,3.5,1,22.0,9.0,24.72,23.0,9.0,11.82,-1.0,0.0,12.9
35,7,12,1,0,4.03,8.37,15.0,1.08,6.9,19.0,589.0,1136.0,0.518,75.9,0.46799999999999997,0.3670000000000001,0.73,11.6,23.7,35.3,5,8.38,1.38,0.527,22.27,8.37,0.531,-13.89,-6.9899999999999975,-0.0040000000000000036,4.6,9.9,16.6,1.12,7.5,21.0,641.0,1197.0,0.536,0.47200000000000003,0.35200000000000004,0.698,13.8,25.0,38.8,-0.5699999999999994,-1.5300000000000011,-1.6000000000000014,-0.040000000000000036,-0.5999999999999996,-2.0,-52.0,-61.0,-0.018000000000000016,80.4,-4.5,-0.003999999999999948,0.015000000000000069,0.03200000000000003,-2.200000000000001,-1.3000000000000007,-3.5,1,23.0,9.0,11.82,22.0,9.0,24.72,1.0,0.0,-12.9
36,9,4,1,1,3.94,7.09,16.5,1.13,6.9,19.0,604.0,1146.0,0.527,77.3,0.467,0.35600000000000004,0.746,11.3,25.0,36.3,13,19.2,9.94,0.536,7.69,6.02,0.515,11.509999999999998,3.92,0.02100000000000002,3.81,6.78,14.4,0.94,4.4,12.0,743.0,1452.0,0.512,0.479,0.358,0.659,12.1,25.2,37.3,0.1299999999999999,0.3099999999999996,2.1,0.18999999999999995,2.5,7.0,-139.0,-306.0,0.015000000000000013,74.7,2.5999999999999943,-0.011999999999999957,-0.0019999999999999467,0.08699999999999998,-0.7999999999999989,-0.1999999999999993,-1.0,1,26.0,9.0,23.21,21.0,12.0,9.29,5.0,-3.0,13.920000000000002
37,9,13,0,0,3.81,6.78,14.4,0.94,4.4,12.0,743.0,1452.0,0.512,74.7,0.479,0.358,0.659,12.1,25.2,37.3,4,7.69,6.02,0.515,19.2,9.94,0.536,-11.509999999999998,-3.92,-0.02100000000000002,3.94,7.09,16.5,1.13,6.9,19.0,604.0,1146.0,0.527,0.467,0.35600000000000004,0.746,11.3,25.0,36.3,-0.1299999999999999,-0.3099999999999996,-2.1,-0.18999999999999995,-2.5,-7.0,139.0,306.0,-0.015000000000000013,77.3,-2.5999999999999943,0.011999999999999957,0.0019999999999999467,-0.08699999999999998,0.7999999999999989,0.1999999999999993,1.0,1,21.0,12.0,9.29,26.0,9.0,23.21,-5.0,3.0,-13.920000000000002
38,5,6,1,1,4.03,5.97,15.4,1.14,6.0,16.0,684.0,1418.0,0.48200000000000004,79.0,0.45299999999999996,0.37,0.682,15.5,24.5,40.0,11,14.31,9.98,0.5,8.95,5.91,0.474,5.360000000000001,4.07,0.026000000000000027,3.29,8.23,13.5,0.95,6.7,20.0,572.0,1239.0,0.462,0.42100000000000004,0.33899999999999997,0.695,14.2,23.4,37.5,0.7400000000000002,-2.2600000000000007,1.9000000000000004,0.18999999999999995,-0.7000000000000002,-4.0,112.0,179.0,0.01999999999999996,74.1,4.900000000000006,0.03200000000000003,0.03099999999999997,-0.0129999999999999,1.3000000000000007,1.1000000000000014,2.5,1,22.0,12.0,17.69,20.0,12.0,9.97,2.0,0.0,7.7200000000000015
39,5,11,0,0,3.29,8.23,13.5,0.95,6.7,20.0,572.0,1239.0,0.462,74.1,0.42100000000000004,0.33899999999999997,0.695,14.2,23.4,37.5,6,8.95,5.91,0.474,14.31,9.98,0.5,-5.360000000000001,-4.07,-0.026000000000000027,4.03,5.97,15.4,1.14,6.0,16.0,684.0,1418.0,0.48200000000000004,0.45299999999999996,0.37,0.682,15.5,24.5,40.0,-0.7400000000000002,2.2600000000000007,-1.9000000000000004,-0.18999999999999995,0.7000000000000002,4.0,-112.0,-179.0,-0.01999999999999996,79.0,-4.900000000000006,-0.03200000000000003,-0.03099999999999997,0.0129999999999999,-1.3000000000000007,-1.1000000000000014,-2.5,1,20.0,12.0,9.97,22.0,12.0,17.69,-2.0,0.0,-7.7200000000000015
40,11,3,1,1,3.64,8.36,16.5,0.98,5.5,16.0,712.0,1344.0,0.53,74.2,0.48,0.35200000000000004,0.65,13.2,26.1,39.3,14,14.42,7.33,0.529,-0.59,-5.8,0.491,15.01,13.13,0.038000000000000034,5.14,8.62,13.0,0.83,5.8,16.0,554.0,1179.0,0.47,0.44299999999999995,0.371,0.6579999999999999,13.5,24.4,37.9,-1.4999999999999996,-0.2599999999999998,3.5,0.15000000000000002,-0.2999999999999998,0.0,158.0,165.0,0.06000000000000005,70.5,3.700000000000003,0.036999999999999984,-0.018999999999999958,-0.007999999999999896,-0.3000000000000007,1.7000000000000028,1.3999999999999986,1,27.0,8.0,18.25,20.0,9.0,5.39,7.0,-1.0,12.86
41,11,14,0,0,5.14,8.62,13.0,0.83,5.8,16.0,554.0,1179.0,0.47,70.5,0.44299999999999995,0.371,0.6579999999999999,13.5,24.4,37.9,3,-0.59,-5.8,0.491,14.42,7.33,0.529,-15.01,-13.13,-0.038000000000000034,3.64,8.36,16.5,0.98,5.5,16.0,712.0,1344.0,0.53,0.48,0.35200000000000004,0.65,13.2,26.1,39.3,1.4999999999999996,0.2599999999999998,-3.5,-0.15000000000000002,0.2999999999999998,0.0,-158.0,-165.0,-0.06000000000000005,74.2,-3.700000000000003,-0.036999999999999984,0.018999999999999958,0.007999999999999896,0.3000000000000007,-1.7000000000000028,-1.3999999999999986,1,20.0,9.0,5.39,27.0,8.0,18.25,-7.0,1.0,-12.86
42,3,7,1,1,4.25,6.66,16.2,1.09,6.9,19.0,717.0,1351.0,0.531,81.8,0.47600000000000003,0.35600000000000004,0.738,13.1,25.7,38.7,10,15.25,10.28,0.535,8.59,3.36,0.514,6.66,6.92,0.02100000000000002,5.07,7.2,14.3,0.98,7.4,20.0,654.0,1315.0,0.4970000000000001,0.456,0.3670000000000001,0.715,13.1,24.8,37.9,-0.8200000000000003,-0.54,1.8999999999999984,0.1100000000000001,-0.5,-1.0,63.0,36.0,0.03399999999999992,81.5,0.2999999999999972,0.01999999999999996,-0.011000000000000064,0.02300000000000002,0.0,0.8999999999999986,0.8000000000000043,1,21.0,13.0,17.35,21.0,9.0,11.72,0.0,4.0,5.630000000000001
43,3,10,0,0,5.07,7.2,14.3,0.98,7.4,20.0,654.0,1315.0,0.4970000000000001,81.5,0.456,0.3670000000000001,0.715,13.1,24.8,37.9,7,8.59,3.36,0.514,15.25,10.28,0.535,-6.66,-6.92,-0.02100000000000002,4.25,6.66,16.2,1.09,6.9,19.0,717.0,1351.0,0.531,0.47600000000000003,0.35600000000000004,0.738,13.1,25.7,38.7,0.8200000000000003,0.54,-1.8999999999999984,-0.1100000000000001,0.5,1.0,-63.0,-36.0,-0.03399999999999992,81.8,-0.2999999999999972,-0.01999999999999996,0.011000000000000064,-0.02300000000000002,0.0,-0.8999999999999986,-0.8000000000000043,1,21.0,9.0,11.72,21.0,13.0,17.35,0.0,-4.0,-5.630000000000001
44,13,2,1,1,3.35,7.26,16.4,1.17,8.7,20.0,627.0,1200.0,0.523,85.9,0.489,0.424,0.775,11.1,25.9,37.0,15,19.67,6.93,0.56,-4.2,-1.71,0.519,23.87,8.64,0.041000000000000036,3.8,5.4,14.7,0.98,7.0,19.0,527.0,1037.0,0.508,0.455,0.36,0.6729999999999999,9.8,24.0,33.9,-0.4499999999999997,1.86,1.6999999999999993,0.18999999999999995,1.6999999999999993,1.0,100.0,163.0,0.015000000000000013,71.9,14.0,0.033999999999999975,0.064,0.10200000000000008,1.299999999999999,1.8999999999999984,3.1000000000000014,1,26.0,9.0,22.97,14.0,15.0,-4.51,12.0,-6.0,27.48
45,13,15,0,0,3.8,5.4,14.7,0.98,7.0,19.0,527.0,1037.0,0.508,71.9,0.455,0.36,0.6729999999999999,9.8,24.0,33.9,2,-4.2,-1.71,0.519,19.67,6.93,0.56,-23.87,-8.64,-0.041000000000000036,3.35,7.26,16.4,1.17,8.7,20.0,627.0,1200.0,0.523,0.489,0.424,0.775,11.1,25.9,37.0,0.4499999999999997,-1.86,-1.6999999999999993,-0.18999999999999995,-1.6999999999999993,-1.0,-100.0,-163.0,-0.015000000000000013,85.9,-14.0,-0.033999999999999975,-0.064,-0.10200000000000008,-1.299999999999999,-1.8999999999999984,-3.1000000000000014,1,14.0,15.0,-4.51,26.0,9.0,22.97,-12.0,6.0,-27.48
46,7,1,1,1,5.75,10.03,21.3,1.29,6.1,15.0,908.0,1698.0,0.535,92.0,0.511,0.42200000000000004,0.718,15.0,28.9,43.9,8,24.38,9.35,0.551,17.03,9.03,0.508,7.349999999999998,0.3200000000000003,0.04300000000000004,4.29,5.0,16.1,1.18,7.1,20.0,573.0,1130.0,0.507,0.45299999999999996,0.34700000000000003,0.701,14.8,27.1,41.9,1.46,5.0299999999999985,5.199999999999998,0.1100000000000001,-1.0,-5.0,335.0,568.0,0.028000000000000025,81.2,10.799999999999995,0.058,0.07499999999999996,0.017000000000000015,0.1999999999999993,1.7999999999999972,2.0,2,33.0,4.0,28.99,20.0,10.0,20.32,13.0,-6.0,8.669999999999998
47,7,8,0,0,4.29,5.0,16.1,1.18,7.1,20.0,573.0,1130.0,0.507,81.2,0.45299999999999996,0.34700000000000003,0.701,14.8,27.1,41.9,1,17.03,9.03,0.508,24.38,9.35,0.551,-7.349999999999998,-0.3200000000000003,-0.04300000000000004,5.75,10.03,21.3,1.29,6.1,15.0,908.0,1698.0,0.535,0.511,0.42200000000000004,0.718,15.0,28.9,43.9,-1.46,-5.0299999999999985,-5.199999999999998,-0.1100000000000001,1.0,5.0,-335.0,-568.0,-0.028000000000000025,92.0,-10.799999999999995,-0.058,-0.07499999999999996,-0.017000000000000015,-0.1999999999999993,-1.7999999999999972,-2.0,2,20.0,10.0,20.32,33.0,4.0,28.99,-13.0,6.0,-8.669999999999998
48,8,12,0,0,4.03,8.37,15.0,1.08,6.9,19.0,589.0,1136.0,0.518,75.9,0.46799999999999997,0.3670000000000001,0.73,11.6,23.7,35.3,4,8.38,1.38,0.527,19.2,9.94,0.536,-10.82,-8.559999999999999,-0.009000000000000008,3.94,7.09,16.5,1.13,6.9,19.0,604.0,1146.0,0.527,0.467,0.35600000000000004,0.746,11.3,25.0,36.3,0.0900000000000003,1.2799999999999994,-1.5,-0.049999999999999815,0.0,0.0,-15.0,-10.0,-0.009000000000000008,77.3,-1.3999999999999917,0.0010000000000000009,0.011000000000000064,-0.016000000000000014,0.2999999999999989,-1.3000000000000007,-1.0,2,23.0,9.0,11.82,26.0,9.0,23.21,-3.0,0.0,-11.39
49,8,4,1,1,3.94,7.09,16.5,1.13,6.9,19.0,604.0,1146.0,0.527,77.3,0.467,0.35600000000000004,0.746,11.3,25.0,36.3,12,19.2,9.94,0.536,8.38,1.38,0.527,10.82,8.559999999999999,0.009000000000000008,4.03,8.37,15.0,1.08,6.9,19.0,589.0,1136.0,0.518,0.46799999999999997,0.3670000000000001,0.73,11.6,23.7,35.3,-0.0900000000000003,-1.2799999999999994,1.5,0.049999999999999815,0.0,0.0,15.0,10.0,0.009000000000000008,75.9,1.3999999999999917,-0.0010000000000000009,-0.011000000000000064,0.016000000000000014,-0.2999999999999989,1.3000000000000007,1.0,2,26.0,9.0,23.21,23.0,9.0,11.82,3.0,0.0,11.39
50,3,6,1,0,4.03,5.97,15.4,1.14,6.0,16.0,684.0,1418.0,0.48200000000000004,79.0,0.45299999999999996,0.37,0.682,15.5,24.5,40.0,3,14.31,9.98,0.5,14.42,7.33,0.529,-0.10999999999999943,2.6500000000000004,-0.029000000000000026,3.64,8.36,16.5,0.98,5.5,16.0,712.0,1344.0,0.53,0.48,0.35200000000000004,0.65,13.2,26.1,39.3,0.3900000000000001,-2.39,-1.0999999999999996,0.15999999999999992,0.5,0.0,-28.0,74.0,-0.048000000000000036,74.2,4.799999999999997,-0.02699999999999997,0.01799999999999996,0.03200000000000003,2.3000000000000007,-1.6000000000000014,0.7000000000000028,2,22.0,12.0,17.69,27.0,8.0,18.25,-5.0,4.0,-0.5599999999999987
51,3,3,0,1,3.64,8.36,16.5,0.98,5.5,16.0,712.0,1344.0,0.53,74.2,0.48,0.35200000000000004,0.65,13.2,26.1,39.3,6,14.42,7.33,0.529,14.31,9.98,0.5,0.10999999999999943,-2.6500000000000004,0.029000000000000026,4.03,5.97,15.4,1.14,6.0,16.0,684.0,1418.0,0.48200000000000004,0.45299999999999996,0.37,0.682,15.5,24.5,40.0,-0.3900000000000001,2.39,1.0999999999999996,-0.15999999999999992,-0.5,0.0,28.0,-74.0,0.048000000000000036,79.0,-4.799999999999997,0.02699999999999997,-0.01799999999999996,-0.03200000000000003,-2.3000000000000007,1.6000000000000014,-0.7000000000000028,2,27.0,8.0,18.25,22.0,12.0,17.69,5.0,-4.0,0.5599999999999987
52,5,7,0,0,4.25,6.66,16.2,1.09,6.9,19.0,717.0,1351.0,0.531,81.8,0.47600000000000003,0.35600000000000004,0.738,13.1,25.7,38.7,2,15.25,10.28,0.535,19.67,6.93,0.56,-4.420000000000002,3.35,-0.025000000000000026,3.35,7.26,16.4,1.17,8.7,20.0,627.0,1200.0,0.523,0.489,0.424,0.775,11.1,25.9,37.0,0.8999999999999999,-0.5999999999999996,-0.1999999999999993,-0.07999999999999985,-1.7999999999999992,-1.0,90.0,151.0,0.008000000000000007,85.9,-4.1000000000000085,-0.013000000000000013,-0.06799999999999995,-0.03700000000000003,2.0,-0.1999999999999993,1.7000000000000028,2,21.0,13.0,17.35,26.0,9.0,22.97,-5.0,4.0,-5.619999999999997
53,5,2,1,1,3.35,7.26,16.4,1.17,8.7,20.0,627.0,1200.0,0.523,85.9,0.489,0.424,0.775,11.1,25.9,37.0,7,19.67,6.93,0.56,15.25,10.28,0.535,4.420000000000002,-3.35,0.025000000000000026,4.25,6.66,16.2,1.09,6.9,19.0,717.0,1351.0,0.531,0.47600000000000003,0.35600000000000004,0.738,13.1,25.7,38.7,-0.8999999999999999,0.5999999999999996,0.1999999999999993,0.07999999999999985,1.7999999999999992,1.0,-90.0,-151.0,-0.008000000000000007,81.8,4.1000000000000085,0.013000000000000013,0.06799999999999995,0.03700000000000003,-2.0,0.1999999999999993,-1.7000000000000028,2,26.0,9.0,22.97,21.0,13.0,17.35,5.0,-4.0,5.619999999999997
54,3,1,1,1,5.75,10.03,21.3,1.29,6.1,15.0,908.0,1698.0,0.535,92.0,0.511,0.42200000000000004,0.718,15.0,28.9,43.9,4,24.38,9.35,0.551,19.2,9.94,0.536,5.18,-0.5899999999999999,0.015000000000000013,3.94,7.09,16.5,1.13,6.9,19.0,604.0,1146.0,0.527,0.467,0.35600000000000004,0.746,11.3,25.0,36.3,1.81,2.9399999999999995,4.800000000000002,0.16000000000000014,-0.8000000000000007,-4.0,304.0,552.0,0.008000000000000007,77.3,14.700000000000005,0.043999999999999984,0.06599999999999995,-0.028000000000000025,3.6999999999999993,3.899999999999999,7.600000000000001,3,33.0,4.0,28.99,26.0,9.0,23.21,7.0,-5.0,5.779999999999998
55,3,4,0,0,3.94,7.09,16.5,1.13,6.9,19.0,604.0,1146.0,0.527,77.3,0.467,0.35600000000000004,0.746,11.3,25.0,36.3,1,19.2,9.94,0.536,24.38,9.35,0.551,-5.18,0.5899999999999999,-0.015000000000000013,5.75,10.03,21.3,1.29,6.1,15.0,908.0,1698.0,0.535,0.511,0.42200000000000004,0.718,15.0,28.9,43.9,-1.81,-2.9399999999999995,-4.800000000000002,-0.16000000000000014,0.8000000000000007,4.0,-304.0,-552.0,-0.008000000000000007,92.0,-14.700000000000005,-0.043999999999999984,-0.06599999999999995,0.028000000000000025,-3.6999999999999993,-3.899999999999999,-7.600000000000001,3,26.0,9.0,23.21,33.0,4.0,28.99,-7.0,5.0,-5.779999999999998
56,4,6,0,0,4.03,5.97,15.4,1.14,6.0,16.0,684.0,1418.0,0.48200000000000004,79.0,0.45299999999999996,0.37,0.682,15.5,24.5,40.0,2,14.31,9.98,0.5,19.67,6.93,0.56,-5.360000000000001,3.0500000000000007,-0.06000000000000005,3.35,7.26,16.4,1.17,8.7,20.0,627.0,1200.0,0.523,0.489,0.424,0.775,11.1,25.9,37.0,0.6800000000000002,-1.29,-0.9999999999999982,-0.030000000000000027,-2.7,-4.0,57.0,218.0,-0.041000000000000036,85.9,-6.900000000000006,-0.035999999999999976,-0.053999999999999986,-0.09299999999999996,4.4,-1.3999999999999986,3.0,3,22.0,12.0,17.69,26.0,9.0,22.97,-4.0,3.0,-5.2799999999999985
57,4,2,1,1,3.35,7.26,16.4,1.17,8.7,20.0,627.0,1200.0,0.523,85.9,0.489,0.424,0.775,11.1,25.9,37.0,6,19.67,6.93,0.56,14.31,9.98,0.5,5.360000000000001,-3.0500000000000007,0.06000000000000005,4.03,5.97,15.4,1.14,6.0,16.0,684.0,1418.0,0.48200000000000004,0.45299999999999996,0.37,0.682,15.5,24.5,40.0,-0.6800000000000002,1.29,0.9999999999999982,0.030000000000000027,2.7,4.0,-57.0,-218.0,0.041000000000000036,79.0,6.900000000000006,0.035999999999999976,0.053999999999999986,0.09299999999999996,-4.4,1.3999999999999986,-3.0,3,26.0,9.0,22.97,22.0,12.0,17.69,4.0,-3.0,5.2799999999999985
58,1,1,1,1,5.75,10.03,21.3,1.29,6.1,15.0,908.0,1698.0,0.535,92.0,0.511,0.42200000000000004,0.718,15.0,28.9,43.9,2,24.38,9.35,0.551,19.67,6.93,0.56,4.709999999999997,2.42,-0.009000000000000008,3.35,7.26,16.4,1.17,8.7,20.0,627.0,1200.0,0.523,0.489,0.424,0.775,11.1,25.9,37.0,2.4,2.77,4.900000000000002,0.1200000000000001,-2.6,-5.0,281.0,498.0,0.012000000000000007,85.9,6.099999999999994,0.02200000000000002,-0.0020000000000000018,-0.05700000000000005,3.9,3.0,6.899999999999999,4,33.0,4.0,28.99,26.0,9.0,22.97,7.0,-5.0,6.02
