,Unnamed: 0,winner,point_difference,result,name_x,team_seed,win,higher_or_lower_seed,index,year_x,Name,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,year_y,ORPG,DRPG,RPG,other_team_seed,names_for_merging_sr,index_everything,name_y,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,year_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted,round
650,650,6,8,1,Notre Dame,6,1,1,20,2016,Notre Dame,3.91,5.59,13.5,1.39,7.3,20.0,634.0,1207.0,0.525,75.7,0.471,0.369,0.735,2016,10.9,25.2,36.1,14,Notre Dame,650,Notre Dame,14.1,9.57,65.0,115.2,0.54,2016,9.23,-5.47,69.6,115.3,0.545,4.869999999999999,15.04,-4.599999999999994,-0.09999999999999433,-0.0050000000000000044,2
651,651,6,8,1,Stephen F. Austin,14,0,0,21,2016,Stephen F. Austin,3.56,9.06,18.9,1.52,7.9,22.0,672.0,1224.0,0.5489999999999999,80.7,0.484,0.368,0.73,2016,11.9,23.4,35.3,6,Stephen F. Austin,651,Stephen F. Austin,9.23,-5.47,69.6,115.3,0.545,2016,14.1,9.57,65.0,115.2,0.54,-4.869999999999999,-15.04,4.599999999999994,0.09999999999999433,0.0050000000000000044,2
652,652,7,5,2,Wisconsin,7,1,0,22,2016,Wisconsin,3.19,5.88,11.6,1.06,6.6,18.0,540.0,1158.0,0.466,68.9,0.43,0.358,0.7070000000000001,2016,11.4,23.5,34.9,2,Wisconsin,652,Wisconsin,13.4,9.4,64.1,105.1,0.485,2016,18.58,8.43,72.4,111.2,0.514,-5.179999999999998,0.9700000000000006,-8.300000000000011,-6.1000000000000085,-0.029000000000000026,2
653,653,7,5,2,Xavier,2,0,1,23,2016,Xavier,3.06,7.31,16.4,1.28,7.6,21.0,633.0,1266.0,0.5,81.3,0.452,0.362,0.731,2016,13.1,27.9,41.0,7,Xavier,653,Xavier,18.58,8.43,72.4,111.2,0.514,2016,13.4,9.4,64.1,105.1,0.485,5.179999999999998,-0.9700000000000006,8.300000000000011,6.1000000000000085,0.029000000000000026,2
654,654,1,4,1,UNC,1,1,1,24,2016,North Carolina,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,2016,14.0,26.9,41.0,5,North Carolina,654,North Carolina,23.44,10.69,70.2,118.0,0.526,2016,19.59,6.9,69.1,119.2,0.5870000000000001,3.8500000000000014,3.7899999999999987,1.1000000000000083,-1.2000000000000028,-0.060999999999999936,3
655,655,1,4,1,Indiana,5,0,0,25,2016,Indiana,3.97,6.94,16.0,1.17,9.9,24.0,618.0,1102.0,0.561,82.3,0.501,0.415,0.723,2016,12.0,25.3,37.4,1,Indiana,655,Indiana,19.59,6.9,69.1,119.2,0.5870000000000001,2016,23.44,10.69,70.2,118.0,0.526,-3.8500000000000014,-3.7899999999999987,-1.1000000000000083,1.2000000000000028,0.060999999999999936,3
656,656,6,1,1,Notre Dame,6,1,1,26,2016,Notre Dame,3.91,5.59,13.5,1.39,7.3,20.0,634.0,1207.0,0.525,75.7,0.471,0.369,0.735,2016,10.9,25.2,36.1,7,Notre Dame,656,Notre Dame,14.1,9.57,65.0,115.2,0.54,2016,13.4,9.4,64.1,105.1,0.485,0.6999999999999993,0.16999999999999993,0.9000000000000057,10.100000000000009,0.05500000000000005,3
657,657,6,1,1,Wisconsin,7,0,0,27,2016,Wisconsin,3.19,5.88,11.6,1.06,6.6,18.0,540.0,1158.0,0.466,68.9,0.43,0.358,0.7070000000000001,2016,11.4,23.5,34.9,6,Wisconsin,657,Wisconsin,13.4,9.4,64.1,105.1,0.485,2016,14.1,9.57,65.0,115.2,0.54,-0.6999999999999993,-0.16999999999999993,-0.9000000000000057,-10.100000000000009,-0.05500000000000005,3
658,658,1,5,1,UNC,1,1,1,28,2016,North Carolina,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,2016,14.0,26.9,41.0,6,North Carolina,658,North Carolina,23.44,10.69,70.2,118.0,0.526,2016,14.1,9.57,65.0,115.2,0.54,9.340000000000002,1.1199999999999992,5.200000000000003,2.799999999999997,-0.014000000000000012,4
659,659,1,5,1,Notre Dame,6,0,0,29,2016,Notre Dame,3.91,5.59,13.5,1.39,7.3,20.0,634.0,1207.0,0.525,75.7,0.471,0.369,0.735,2016,10.9,25.2,36.1,1,Notre Dame,659,Notre Dame,14.1,9.57,65.0,115.2,0.54,2016,23.44,10.69,70.2,118.0,0.526,-9.340000000000002,-1.1199999999999992,-5.200000000000003,-2.799999999999997,0.014000000000000012,4
660,660,1,15,1,Kansas,1,1,1,30,2016,Kansas,4.09,6.82,15.9,1.27,8.3,20.0,693.0,1310.0,0.529,81.6,0.494,0.426,0.706,2016,10.6,27.1,37.7,16,Kansas,660,Kansas,23.87,11.22,69.7,115.0,0.564,2016,-6.04,-2.98,70.5,106.4,0.516,29.91,14.2,-0.7999999999999972,8.599999999999994,0.04799999999999993,1
661,661,1,15,1,Austin Peay,16,0,0,31,2016,Austin Peay,2.89,6.91,13.5,0.97,6.3,18.0,701.0,1358.0,0.516,76.0,0.463,0.348,0.67,2016,11.6,25.2,36.8,1,Austin Peay,661,Austin Peay,-6.04,-2.98,70.5,106.4,0.516,2016,23.87,11.22,69.7,115.0,0.564,-29.91,-14.2,0.7999999999999972,-8.599999999999994,-0.04799999999999993,1
662,662,9,1,2,Colorado,8,0,1,32,2016,Colorado,5.0,5.21,13.8,1.03,7.6,19.0,592.0,1342.0,0.441,76.0,0.425,0.392,0.738,2016,13.2,29.2,42.4,9,Colorado,662,Colorado,12.04,7.64,70.8,106.3,0.488,2016,15.89,6.28,66.1,109.0,0.516,-3.8500000000000014,1.3599999999999994,4.700000000000003,-2.700000000000003,-0.028000000000000025,1
663,663,9,1,2,UConn,9,1,0,33,2016,UConn,5.06,5.82,13.8,1.23,7.0,19.0,647.0,1275.0,0.507,73.5,0.459,0.363,0.785,2016,9.7,26.9,36.5,8,Connecticut,663,Connecticut,15.89,6.28,66.1,109.0,0.516,2016,12.04,7.64,70.8,106.3,0.488,3.8500000000000014,-1.3599999999999994,-4.700000000000003,2.700000000000003,0.028000000000000025,1
664,664,5,7,1,Maryland,5,1,1,34,2016,Maryland,5.39,5.82,14.1,1.09,7.6,20.0,624.0,1121.0,0.557,76.1,0.488,0.374,0.76,2016,9.2,26.3,35.5,12,Maryland,664,Maryland,16.71,8.31,67.3,112.1,0.555,2016,5.44,-1.22,68.8,110.8,0.515,11.27,9.53,-1.5,1.2999999999999972,0.040000000000000036,1
665,665,5,7,1,South Dakota State,12,0,0,35,2016,South Dakota State,2.48,4.97,11.3,0.96,7.4,21.0,608.0,1205.0,0.505,76.3,0.451,0.35700000000000004,0.7390000000000001,2016,11.2,26.7,37.9,5,South Dakota State,665,South Dakota State,5.44,-1.22,68.8,110.8,0.515,2016,16.71,8.31,67.3,112.1,0.555,-11.27,-9.53,1.5,-1.2999999999999972,-0.040000000000000036,1
666,666,13,9,2,California,4,0,1,36,2016,California,4.82,4.12,13.0,1.06,7.1,19.0,634.0,1249.0,0.508,75.1,0.461,0.369,0.6559999999999999,2016,11.3,28.6,40.0,13,University of California,666,University of California,15.39,7.87,68.2,108.5,0.522,2016,9.03,-1.04,71.6,107.3,0.52,6.360000000000001,8.91,-3.3999999999999915,1.2000000000000028,0.0020000000000000018,1
667,667,13,9,2,Hawaii,13,1,0,37,2016,Hawai'i,3.75,7.88,15.8,1.19,7.2,22.0,613.0,1120.0,0.547,77.6,0.462,0.327,0.6809999999999999,2016,10.7,26.8,37.4,4,Hawaii,667,Hawaii,9.03,-1.04,71.6,107.3,0.52,2016,15.39,7.87,68.2,108.5,0.522,-6.360000000000001,-8.91,3.3999999999999915,-1.2000000000000028,-0.0020000000000000018,1
668,668,11,5,2,Arizona,6,0,1,38,2016,Arizona,4.79,4.91,14.5,1.13,6.5,17.0,711.0,1360.0,0.523,81.2,0.482,0.383,0.723,2016,11.6,28.6,40.2,11,Arizona,668,Arizona,18.79,7.23,69.8,112.8,0.536,2016,17.39,4.24,66.1,108.8,0.49,1.3999999999999986,2.99,3.700000000000003,4.0,0.04600000000000004,1
669,669,11,5,2,Wichita State,11,1,0,39,2016,Wichita State,3.69,7.22,14.3,1.44,7.3,22.0,567.0,1136.0,0.499,73.2,0.434,0.33,0.7140000000000001,2016,11.7,25.8,37.5,6,Wichita State,669,Wichita State,17.39,4.24,66.1,108.8,0.49,2016,18.79,7.23,69.8,112.8,0.536,-1.3999999999999986,-2.99,-3.700000000000003,-4.0,-0.04600000000000004,1
670,670,3,11,1,Miami (FL),3,1,1,40,2016,Miami,3.63,6.06,12.8,1.2,6.8,19.0,618.0,1157.0,0.534,75.6,0.477,0.366,0.7509999999999999,2016,9.7,25.1,34.8,14,Miami (FL),670,Miami (FL),18.52,10.69,66.2,113.3,0.542,2016,1.34,0.9,72.6,105.9,0.499,17.18,9.79,-6.399999999999992,7.399999999999991,0.04300000000000004,1
671,671,3,11,1,Buffalo,14,0,0,41,2016,Buffalo,3.62,6.94,12.7,0.93,7.4,22.0,639.0,1287.0,0.4970000000000001,77.6,0.438,0.337,0.71,2016,12.3,26.9,39.1,3,Buffalo,671,Buffalo,1.34,0.9,72.6,105.9,0.499,2016,18.52,10.69,66.2,113.3,0.542,-17.18,-9.79,6.399999999999992,-7.399999999999991,-0.04300000000000004,1
672,672,7,3,1,Iowa,7,1,1,42,2016,Iowa,4.84,6.81,16.0,1.54,8.2,22.0,600.0,1231.0,0.487,78.1,0.45,0.382,0.7190000000000001,2016,11.9,26.5,38.4,10,Iowa,672,Iowa,17.01,8.71,69.1,111.5,0.513,2016,7.69,6.57,65.8,102.4,0.47,9.32,2.140000000000001,3.299999999999997,9.099999999999994,0.04300000000000004,1
673,673,7,3,1,Temple,10,0,0,43,2016,Temple,3.13,5.34,13.5,1.48,7.8,23.0,541.0,1218.0,0.444,68.7,0.405,0.34,0.684,2016,11.2,25.6,36.8,7,Temple,673,Temple,7.69,6.57,65.8,102.4,0.47,2016,17.01,8.71,69.1,111.5,0.513,-9.32,-2.140000000000001,-3.299999999999997,-9.099999999999994,-0.04300000000000004,1
674,674,2,13,1,Villanova,2,1,1,44,2016,Villanova,3.41,6.74,16.1,1.45,8.6,25.0,614.0,1089.0,0.564,77.0,0.467,0.344,0.777,2016,9.3,26.4,35.6,15,Villanova,674,Villanova,24.08,9.71,67.3,115.4,0.561,2016,1.1,-3.25,70.4,105.8,0.505,22.98,12.96,-3.1000000000000085,9.600000000000009,0.05600000000000005,1
675,675,2,13,1,UNC Asheville,15,0,0,45,2016,UNC Asheville,3.33,9.3,12.5,0.96,5.8,18.0,687.0,1330.0,0.517,75.6,0.458,0.324,0.6940000000000001,2016,11.6,26.2,37.8,2,North Carolina-Asheville,675,North Carolina-Asheville,1.1,-3.25,70.4,105.8,0.505,2016,24.08,9.71,67.3,115.4,0.561,-22.98,-12.96,3.1000000000000085,-9.600000000000009,-0.05600000000000005,1
676,676,1,8,1,Kansas,1,1,1,46,2016,Kansas,4.09,6.82,15.9,1.27,8.3,20.0,693.0,1310.0,0.529,81.6,0.494,0.426,0.706,2016,10.6,27.1,37.7,9,Kansas,676,Kansas,23.87,11.22,69.7,115.0,0.564,2016,15.89,6.28,66.1,109.0,0.516,7.98,4.94,3.6000000000000085,6.0,0.04799999999999993,2
677,677,1,8,1,UConn,9,0,0,47,2016,UConn,5.06,5.82,13.8,1.23,7.0,19.0,647.0,1275.0,0.507,73.5,0.459,0.363,0.785,2016,9.7,26.9,36.5,1,Connecticut,677,Connecticut,15.89,6.28,66.1,109.0,0.516,2016,23.87,11.22,69.7,115.0,0.564,-7.98,-4.94,-3.6000000000000085,-6.0,-0.04799999999999993,2
678,678,5,8,1,Maryland,5,1,1,48,2016,Maryland,5.39,5.82,14.1,1.09,7.6,20.0,624.0,1121.0,0.557,76.1,0.488,0.374,0.76,2016,9.2,26.3,35.5,13,Maryland,678,Maryland,16.71,8.31,67.3,112.1,0.555,2016,9.03,-1.04,71.6,107.3,0.52,7.6800000000000015,9.35,-4.299999999999997,4.799999999999997,0.03500000000000003,2
679,679,5,8,1,Hawaii,13,0,0,49,2016,Hawai'i,3.75,7.88,15.8,1.19,7.2,22.0,613.0,1120.0,0.547,77.6,0.462,0.327,0.6809999999999999,2016,10.7,26.8,37.4,5,Hawaii,679,Hawaii,9.03,-1.04,71.6,107.3,0.52,2016,16.71,8.31,67.3,112.1,0.555,-7.6800000000000015,-9.35,4.299999999999997,-4.799999999999997,-0.03500000000000003,2
680,680,3,8,1,Wichita State,11,0,0,50,2016,Wichita State,3.69,7.22,14.3,1.44,7.3,22.0,567.0,1136.0,0.499,73.2,0.434,0.33,0.7140000000000001,2016,11.7,25.8,37.5,3,Wichita State,680,Wichita State,17.39,4.24,66.1,108.8,0.49,2016,18.52,10.69,66.2,113.3,0.542,-1.129999999999999,-6.449999999999998,-0.10000000000000853,-4.5,-0.05200000000000005,2
681,681,3,8,1,Miami (FL),3,1,1,51,2016,Miami,3.63,6.06,12.8,1.2,6.8,19.0,618.0,1157.0,0.534,75.6,0.477,0.366,0.7509999999999999,2016,9.7,25.1,34.8,11,Miami (FL),681,Miami (FL),18.52,10.69,66.2,113.3,0.542,2016,17.39,4.24,66.1,108.8,0.49,1.129999999999999,6.449999999999998,0.10000000000000853,4.5,0.05200000000000005,2
682,682,2,5,1,Iowa,7,0,0,52,2016,Iowa,4.84,6.81,16.0,1.54,8.2,22.0,600.0,1231.0,0.487,78.1,0.45,0.382,0.7190000000000001,2016,11.9,26.5,38.4,2,Iowa,682,Iowa,17.01,8.71,69.1,111.5,0.513,2016,24.08,9.71,67.3,115.4,0.561,-7.069999999999998,-1.0,1.7999999999999972,-3.9000000000000057,-0.048000000000000036,2
683,683,2,5,1,Villanova,2,1,1,53,2016,Villanova,3.41,6.74,16.1,1.45,8.6,25.0,614.0,1089.0,0.564,77.0,0.467,0.344,0.777,2016,9.3,26.4,35.6,7,Villanova,683,Villanova,24.08,9.71,67.3,115.4,0.561,2016,17.01,8.71,69.1,111.5,0.513,7.069999999999998,1.0,-1.7999999999999972,3.9000000000000057,0.048000000000000036,2
684,684,1,4,1,Kansas,1,1,1,54,2016,Kansas,4.09,6.82,15.9,1.27,8.3,20.0,693.0,1310.0,0.529,81.6,0.494,0.426,0.706,2016,10.6,27.1,37.7,5,Kansas,684,Kansas,23.87,11.22,69.7,115.0,0.564,2016,16.71,8.31,67.3,112.1,0.555,7.16,2.91,2.4000000000000057,2.9000000000000057,0.008999999999999897,3
685,685,1,4,1,Maryland,5,0,0,55,2016,Maryland,5.39,5.82,14.1,1.09,7.6,20.0,624.0,1121.0,0.557,76.1,0.488,0.374,0.76,2016,9.2,26.3,35.5,1,Maryland,685,Maryland,16.71,8.31,67.3,112.1,0.555,2016,23.87,11.22,69.7,115.0,0.564,-7.16,-2.91,-2.4000000000000057,-2.9000000000000057,-0.008999999999999897,3
686,686,2,1,1,Miami (FL),3,0,0,56,2016,Miami,3.63,6.06,12.8,1.2,6.8,19.0,618.0,1157.0,0.534,75.6,0.477,0.366,0.7509999999999999,2016,9.7,25.1,34.8,2,Miami (FL),686,Miami (FL),18.52,10.69,66.2,113.3,0.542,2016,24.08,9.71,67.3,115.4,0.561,-5.559999999999999,0.9799999999999986,-1.0999999999999943,-2.1000000000000085,-0.019000000000000017,3
687,687,2,1,1,Villanova,2,1,1,57,2016,Villanova,3.41,6.74,16.1,1.45,8.6,25.0,614.0,1089.0,0.564,77.0,0.467,0.344,0.777,2016,9.3,26.4,35.6,3,Villanova,687,Villanova,24.08,9.71,67.3,115.4,0.561,2016,18.52,10.69,66.2,113.3,0.542,5.559999999999999,-0.9799999999999986,1.0999999999999943,2.1000000000000085,0.019000000000000017,3
688,688,2,1,2,Kansas,1,0,1,58,2016,Kansas,4.09,6.82,15.9,1.27,8.3,20.0,693.0,1310.0,0.529,81.6,0.494,0.426,0.706,2016,10.6,27.1,37.7,2,Kansas,688,Kansas,23.87,11.22,69.7,115.0,0.564,2016,24.08,9.71,67.3,115.4,0.561,-0.2099999999999973,1.5099999999999998,2.4000000000000057,-0.4000000000000057,0.002999999999999892,4
689,689,2,1,2,Villanova,2,1,0,59,2016,Villanova,3.41,6.74,16.1,1.45,8.6,25.0,614.0,1089.0,0.564,77.0,0.467,0.344,0.777,2016,9.3,26.4,35.6,1,Villanova,689,Villanova,24.08,9.71,67.3,115.4,0.561,2016,23.87,11.22,69.7,115.0,0.564,0.2099999999999973,-1.5099999999999998,-2.4000000000000057,0.4000000000000057,-0.002999999999999892,4
690,690,1,15,1,Oregon,1,1,1,60,2016,Oregon,5.91,7.62,13.6,1.18,6.9,20.0,699.0,1327.0,0.527,78.8,0.467,0.349,0.713,2016,11.7,24.4,36.1,16,Oregon,690,Oregon,18.05,8.64,69.5,112.8,0.525,2016,-11.2,-6.11,64.6,98.4,0.479,29.25,14.75,4.900000000000006,14.399999999999993,0.04600000000000004,1
691,691,1,15,1,Holy Cross,16,0,0,61,2016,Holy Cross,2.52,6.45,13.9,1.27,7.2,22.0,501.0,1064.0,0.471,65.3,0.413,0.327,0.693,2016,8.2,22.0,30.1,1,Holy Cross,691,Holy Cross,-11.2,-6.11,64.6,98.4,0.479,2016,18.05,8.64,69.5,112.8,0.525,-29.25,-14.75,-4.900000000000006,-14.399999999999993,-0.04600000000000004,1
692,692,8,1,1,St. Joseph's,8,1,1,62,2016,Saint Joseph's,3.42,5.09,15.0,1.47,7.2,22.0,655.0,1264.0,0.518,77.3,0.449,0.328,0.7190000000000001,2016,10.3,28.4,38.7,9,Saint Joseph's,692,Saint Joseph's,12.1,4.93,70.1,109.7,0.512,2016,15.19,5.25,65.5,108.9,0.493,-3.09,-0.3200000000000003,4.599999999999994,0.7999999999999972,0.019000000000000017,1
693,693,8,1,1,Cincinnati,9,0,0,63,2016,Cincinnati,5.81,7.94,15.5,1.4,7.6,22.0,581.0,1224.0,0.475,73.2,0.428,0.345,0.7040000000000001,2016,13.5,25.9,39.4,8,Cincinnati,693,Cincinnati,15.19,5.25,65.5,108.9,0.493,2016,12.1,4.93,70.1,109.7,0.512,3.09,0.3200000000000003,-4.599999999999994,-0.7999999999999972,-0.019000000000000017,1
694,694,12,7,2,Baylor,5,0,1,64,2016,Baylor,4.03,7.88,17.8,1.38,6.2,17.0,699.0,1379.0,0.507,77.2,0.467,0.3670000000000001,0.727,2016,13.7,23.7,37.4,12,Baylor,694,Baylor,16.13,9.76,67.6,112.8,0.518,2016,9.08,-1.03,66.9,111.5,0.526,7.049999999999999,10.79,0.6999999999999886,1.2999999999999972,-0.008000000000000007,1
695,695,12,7,2,Yale,12,1,0,65,2016,Yale,4.57,5.79,15.2,1.13,6.5,17.0,563.0,1096.0,0.514,75.2,0.471,0.374,0.6629999999999999,2016,13.5,26.9,40.4,5,Yale,695,Yale,9.08,-1.03,66.9,111.5,0.526,2016,16.13,9.76,67.6,112.8,0.518,-7.049999999999999,-10.79,-0.6999999999999886,-1.2999999999999972,0.008000000000000007,1
696,696,4,9,1,Duke,4,1,1,66,2016,Duke,4.18,6.39,13.5,1.37,9.3,24.0,599.0,1181.0,0.507,81.5,0.459,0.387,0.722,2016,12.2,24.1,36.3,13,Duke,696,Duke,19.23,10.59,68.4,117.7,0.537,2016,6.25,0.35,71.3,110.0,0.512,12.98,10.24,-2.8999999999999915,7.700000000000002,0.025000000000000026,1
697,697,4,9,1,UNC Wilmington,13,0,0,67,2016,UNC Wilmington,4.38,7.53,13.4,1.17,6.8,20.0,679.0,1320.0,0.514,79.2,0.456,0.336,0.7020000000000001,2016,12.0,25.6,37.6,4,North Carolina-Wilmington,697,North Carolina-Wilmington,6.25,0.35,71.3,110.0,0.512,2016,19.23,10.59,68.4,117.7,0.537,-12.98,-10.24,2.8999999999999915,-7.700000000000002,-0.025000000000000026,1
698,698,11,5,2,Texas,6,0,1,68,2016,Texas,4.38,5.16,11.5,1.11,7.0,21.0,566.0,1171.0,0.483,71.3,0.4320000000000001,0.339,0.665,2016,11.0,23.5,34.5,11,Texas,698,Texas,14.8,11.71,66.8,106.1,0.494,2016,8.78,4.44,64.1,106.2,0.535,6.020000000000001,7.27,2.700000000000003,-0.10000000000000853,-0.041000000000000036,1
699,699,11,5,2,Northern Iowa,11,1,0,69,2016,Northern Iowa,2.59,5.68,11.9,1.22,8.2,22.0,523.0,1009.0,0.518,68.0,0.457,0.375,0.753,2016,5.4,24.7,30.1,6,Northern Iowa,699,Northern Iowa,8.78,4.44,64.1,106.2,0.535,2016,14.8,11.71,66.8,106.1,0.494,-6.020000000000001,-7.27,-2.700000000000003,0.10000000000000853,0.041000000000000036,1
700,700,3,11,1,Texas A&M,3,1,1,70,2016,Texas A&M,3.76,6.97,17.1,1.45,7.7,22.0,623.0,1228.0,0.507,75.9,0.45,0.353,0.6729999999999999,2016,12.7,26.2,38.8,14,Texas A&M,700,Texas A&M,18.45,8.45,68.6,110.0,0.512,2016,1.16,-0.67,77.3,107.1,0.5,17.29,9.12,-8.700000000000003,2.9000000000000057,0.012000000000000009,1
701,701,3,11,1,Green Bay,14,0,0,71,2016,Green Bay,4.6,9.83,13.9,1.15,7.0,20.0,781.0,1591.0,0.491,84.2,0.448,0.35,0.659,2016,12.9,26.0,38.9,3,Green Bay,701,Green Bay,1.16,-0.67,77.3,107.1,0.5,2016,18.45,8.45,68.6,110.0,0.512,-17.29,-9.12,8.700000000000003,-2.9000000000000057,-0.012000000000000009,1
702,702,10,3,2,Oregon State,7,0,1,72,2016,Oregon State,3.35,7.45,13.5,1.18,6.8,18.0,575.0,1213.0,0.474,72.1,0.441,0.37,0.6709999999999999,2016,10.6,24.0,34.6,10,Oregon State,702,Oregon State,10.39,9.26,68.4,105.1,0.499,2016,13.83,4.35,69.8,110.0,0.51,-3.4399999999999995,4.91,-1.3999999999999917,-4.900000000000006,-0.01100000000000001,1
703,703,10,3,2,VCU,10,1,0,73,2016,VCU,3.79,8.91,14.4,1.25,7.3,20.0,685.0,1383.0,0.495,77.3,0.452,0.361,0.69,2016,12.5,25.0,37.5,7,Virginia Commonwealth,703,Virginia Commonwealth,13.83,4.35,69.8,110.0,0.51,2016,10.39,9.26,68.4,105.1,0.499,3.4399999999999995,-4.91,1.3999999999999917,4.900000000000006,0.01100000000000001,1
704,704,2,13,1,Oklahoma,2,1,1,74,2016,Oklahoma,5.25,6.91,14.5,1.12,10.4,25.0,550.0,1144.0,0.481,80.4,0.459,0.426,0.728,2016,10.7,28.1,38.8,15,Oklahoma,704,Oklahoma,19.76,11.14,71.0,111.0,0.5429999999999999,2016,2.58,-5.15,68.4,105.8,0.49700000000000005,17.18,16.29,2.5999999999999943,5.200000000000003,0.04600000000000004,1
705,705,2,13,1,Cal State Bakersfield,15,0,0,75,2016,CSU Bakersfield,5.06,8.03,15.7,1.28,5.4,16.0,675.0,1375.0,0.491,73.0,0.451,0.344,0.653,2016,12.5,25.8,38.3,2,Cal State Bakersfield,705,Cal State Bakersfield,2.58,-5.15,68.4,105.8,0.49700000000000005,2016,19.76,11.14,71.0,111.0,0.5429999999999999,-17.18,-16.29,-2.5999999999999943,-5.200000000000003,-0.04600000000000004,1
706,706,1,7,1,Oregon,1,1,1,76,2016,Oregon,5.91,7.62,13.6,1.18,6.9,20.0,699.0,1327.0,0.527,78.8,0.467,0.349,0.713,2016,11.7,24.4,36.1,8,Oregon,706,Oregon,18.05,8.64,69.5,112.8,0.525,2016,12.1,4.93,70.1,109.7,0.512,5.950000000000001,3.7100000000000013,-0.5999999999999943,3.0999999999999943,0.013000000000000013,2
707,707,1,7,1,St. Joseph's,8,0,0,77,2016,Saint Joseph's,3.42,5.09,15.0,1.47,7.2,22.0,655.0,1264.0,0.518,77.3,0.449,0.328,0.7190000000000001,2016,10.3,28.4,38.7,1,Saint Joseph's,707,Saint Joseph's,12.1,4.93,70.1,109.7,0.512,2016,18.05,8.64,69.5,112.8,0.525,-5.950000000000001,-3.7100000000000013,0.5999999999999943,-3.0999999999999943,-0.013000000000000013,2
708,708,4,8,1,Yale,12,0,0,78,2016,Yale,4.57,5.79,15.2,1.13,6.5,17.0,563.0,1096.0,0.514,75.2,0.471,0.374,0.6629999999999999,2016,13.5,26.9,40.4,4,Yale,708,Yale,9.08,-1.03,66.9,111.5,0.526,2016,19.23,10.59,68.4,117.7,0.537,-10.15,-11.62,-1.5,-6.200000000000002,-0.01100000000000001,2
709,709,4,8,1,Duke,4,1,1,79,2016,Duke,4.18,6.39,13.5,1.37,9.3,24.0,599.0,1181.0,0.507,81.5,0.459,0.387,0.722,2016,12.2,24.1,36.3,12,Duke,709,Duke,19.23,10.59,68.4,117.7,0.537,2016,9.08,-1.03,66.9,111.5,0.526,10.15,11.62,1.5,6.200000000000002,0.01100000000000001,2
710,710,3,8,1,Northern Iowa,11,0,0,80,2016,Northern Iowa,2.59,5.68,11.9,1.22,8.2,22.0,523.0,1009.0,0.518,68.0,0.457,0.375,0.753,2016,5.4,24.7,30.1,3,Northern Iowa,710,Northern Iowa,8.78,4.44,64.1,106.2,0.535,2016,18.45,8.45,68.6,110.0,0.512,-9.67,-4.009999999999999,-4.5,-3.799999999999997,0.02300000000000002,2
711,711,3,8,1,Texas A&M,3,1,1,81,2016,Texas A&M,3.76,6.97,17.1,1.45,7.7,22.0,623.0,1228.0,0.507,75.9,0.45,0.353,0.6729999999999999,2016,12.7,26.2,38.8,11,Texas A&M,711,Texas A&M,18.45,8.45,68.6,110.0,0.512,2016,8.78,4.44,64.1,106.2,0.535,9.67,4.009999999999999,4.5,3.799999999999997,-0.02300000000000002,2
712,712,2,8,1,VCU,10,0,0,82,2016,VCU,3.79,8.91,14.4,1.25,7.3,20.0,685.0,1383.0,0.495,77.3,0.452,0.361,0.69,2016,12.5,25.0,37.5,2,Virginia Commonwealth,712,Virginia Commonwealth,13.83,4.35,69.8,110.0,0.51,2016,19.76,11.14,71.0,111.0,0.5429999999999999,-5.9300000000000015,-6.790000000000001,-1.2000000000000028,-1.0,-0.03300000000000003,2
713,713,2,8,1,Oklahoma,2,1,1,83,2016,Oklahoma,5.25,6.91,14.5,1.12,10.4,25.0,550.0,1144.0,0.481,80.4,0.459,0.426,0.728,2016,10.7,28.1,38.8,10,Oklahoma,713,Oklahoma,19.76,11.14,71.0,111.0,0.5429999999999999,2016,13.83,4.35,69.8,110.0,0.51,5.9300000000000015,6.790000000000001,1.2000000000000028,1.0,0.03300000000000003,2
714,714,1,3,1,Oregon,1,1,1,84,2016,Oregon,5.91,7.62,13.6,1.18,6.9,20.0,699.0,1327.0,0.527,78.8,0.467,0.349,0.713,2016,11.7,24.4,36.1,4,Oregon,714,Oregon,18.05,8.64,69.5,112.8,0.525,2016,19.23,10.59,68.4,117.7,0.537,-1.1799999999999995,-1.9499999999999995,1.0999999999999943,-4.900000000000006,-0.012000000000000009,3
715,715,1,3,1,Duke,4,0,0,85,2016,Duke,4.18,6.39,13.5,1.37,9.3,24.0,599.0,1181.0,0.507,81.5,0.459,0.387,0.722,2016,12.2,24.1,36.3,1,Duke,715,Duke,19.23,10.59,68.4,117.7,0.537,2016,18.05,8.64,69.5,112.8,0.525,1.1799999999999995,1.9499999999999995,-1.0999999999999943,4.900000000000006,0.012000000000000009,3
