,winner,point_difference,result,name_x,team_seed,win,higher_or_lower_seed,index,year_x,Name,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,year_y,ORPG,DRPG,RPG,other_team_seed,names_for_merging_sr,name_y,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,year_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted
564,7,5,2,Kansas,2,0,1,53,2015,Kansas,5.03,6.53,13.3,1.04,5.8,16.0,624.0,1341.0,0.465,71.2,0.44,0.375,0.72,2015,11.8,26.1,37.9,7,Kansas,Kansas,18.47,12.13,66.7,106.3,0.494,2015,3.71,-3.67,62.9,107.5,0.509,14.759999999999998,15.8,3.8000000000000043,-1.2000000000000028,-0.015000000000000013
565,2,13,1,New Mexico State,15,0,0,45,2015,New Mexico State,3.67,6.33,12.1,0.87,4.8,13.0,628.0,1257.0,0.5,68.5,0.466,0.368,0.6940000000000001,2015,12.5,22.9,35.5,2,New Mexico State,New Mexico State,3.71,-3.67,62.9,107.5,0.509,2015,18.47,12.13,66.7,106.3,0.494,-14.759999999999998,-15.8,-3.8000000000000043,1.2000000000000028,0.015000000000000013
566,1,15,1,Duke,1,1,1,60,2015,Duke,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,2015,12.2,25.2,37.3,16,Duke,Duke,24.97,9.87,65.9,119.4,0.566,2015,24.97,9.87,65.9,119.4,0.566,0.0,0.0,0.0,0.0,0.0
567,1,7,1,Duke,1,1,1,76,2015,Duke,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,2015,12.2,25.2,37.3,8,Duke,Duke,24.97,9.87,65.9,119.4,0.566,2015,24.97,9.87,65.9,119.4,0.566,0.0,0.0,0.0,0.0,0.0
568,1,4,1,Duke,1,1,1,84,2015,Duke,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,2015,12.2,25.2,37.3,5,Duke,Duke,24.97,9.87,65.9,119.4,0.566,2015,24.97,9.87,65.9,119.4,0.566,0.0,0.0,0.0,0.0,0.0
569,1,1,1,Duke,1,1,1,88,2015,Duke,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,2015,12.2,25.2,37.3,2,Duke,Duke,24.97,9.87,65.9,119.4,0.566,2015,24.97,9.87,65.9,119.4,0.566,0.0,0.0,0.0,0.0,0.0
570,1,6,1,Duke,1,1,1,120,2015,Duke,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,2015,12.2,25.2,37.3,7,Duke,Duke,24.97,9.87,65.9,119.4,0.566,2015,24.97,9.87,65.9,119.4,0.566,0.0,0.0,0.0,0.0,0.0
571,1,0,0,Duke,1,9999,9999,124,2015,Duke,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,2015,12.2,25.2,37.3,1,Duke,Duke,24.97,9.87,65.9,119.4,0.566,2015,24.97,9.87,65.9,119.4,0.566,0.0,0.0,0.0,0.0,0.0
572,1,15,1,Robert Morris,16,0,0,61,2015,Robert Morris,2.94,8.55,12.2,0.89,6.4,17.0,591.0,1243.0,0.475,69.0,0.446,0.38,0.7140000000000001,2015,10.4,23.0,33.4,1,Robert Morris,Robert Morris,-3.02,-3.5,66.7,102.6,0.501,2015,11.81,4.24,60.8,100.7,0.467,-14.83,-7.74,5.900000000000006,1.8999999999999915,0.033999999999999975
573,8,1,1,San Diego State,8,1,1,62,2015,San Diego State,5.03,6.94,10.6,0.93,5.2,16.0,578.0,1249.0,0.46299999999999997,61.8,0.419,0.32,0.629,2015,12.1,23.1,35.2,9,San Diego State,San Diego State,11.81,4.24,60.8,100.7,0.467,2015,-3.02,-3.5,66.7,102.6,0.501,14.83,7.74,-5.900000000000006,-1.8999999999999915,-0.033999999999999975
574,1,7,1,San Diego State,8,0,0,77,2015,San Diego State,5.03,6.94,10.6,0.93,5.2,16.0,578.0,1249.0,0.46299999999999997,61.8,0.419,0.32,0.629,2015,12.1,23.1,35.2,1,San Diego State,San Diego State,11.81,4.24,60.8,100.7,0.467,2015,11.85,9.04,67.6,104.6,0.494,-0.03999999999999915,-4.799999999999999,-6.799999999999997,-3.8999999999999915,-0.02699999999999997
575,8,1,1,St. John's (NY),9,0,0,63,2015,St. John's,6.5,7.47,12.6,1.18,6.1,17.0,613.0,1279.0,0.479,71.2,0.441,0.353,0.6920000000000001,2015,10.3,25.1,35.4,8,St. John's (NY),St. John's (NY),11.85,9.04,67.6,104.6,0.494,2015,11.81,4.24,60.8,100.7,0.467,0.03999999999999915,4.799999999999999,6.799999999999997,3.8999999999999915,0.02699999999999997
576,5,7,1,Utah,5,1,1,64,2015,Utah,5.03,5.94,14.3,1.25,7.7,19.0,541.0,1013.0,0.534,72.1,0.485,0.40399999999999997,0.6990000000000001,2015,9.3,25.7,34.9,12,Utah,Utah,20.98,7.42,62.6,113.5,0.557,2015,20.98,7.42,62.6,113.5,0.557,0.0,0.0,0.0,0.0,0.0
577,5,1,2,Utah,5,1,0,78,2015,Utah,5.03,5.94,14.3,1.25,7.7,19.0,541.0,1013.0,0.534,72.1,0.485,0.40399999999999997,0.6990000000000001,2015,9.3,25.7,34.9,4,Utah,Utah,20.98,7.42,62.6,113.5,0.557,2015,20.98,7.42,62.6,113.5,0.557,0.0,0.0,0.0,0.0,0.0
578,1,4,1,Utah,5,0,0,85,2015,Utah,5.03,5.94,14.3,1.25,7.7,19.0,541.0,1013.0,0.534,72.1,0.485,0.40399999999999997,0.6990000000000001,2015,9.3,25.7,34.9,1,Utah,Utah,20.98,7.42,62.6,113.5,0.557,2015,8.61,-4.2,68.0,115.2,0.557,12.370000000000001,11.620000000000001,-5.399999999999999,-1.7000000000000028,0.0
579,5,7,1,Stephen F. Austin,12,0,0,65,2015,Stephen F. Austin,3.61,7.64,17.8,1.27,7.8,20.0,637.0,1153.0,0.552,79.5,0.491,0.386,0.7340000000000001,2015,12.2,22.6,34.8,5,Stephen F. Austin,Stephen F. Austin,8.61,-4.2,68.0,115.2,0.557,2015,20.98,7.42,62.6,113.5,0.557,-12.370000000000001,-11.620000000000001,5.399999999999999,1.7000000000000028,0.0
580,4,9,1,Georgetown,4,1,1,66,2015,Georgetown,4.9,7.74,13.2,1.04,5.8,17.0,569.0,1129.0,0.504,70.7,0.455,0.34700000000000003,0.7020000000000001,2015,11.2,23.9,35.1,13,Georgetown,Georgetown,15.48,9.81,64.6,108.1,0.513,2015,15.48,9.81,64.6,108.1,0.513,0.0,0.0,0.0,0.0,0.0
581,5,1,2,Georgetown,4,0,1,79,2015,Georgetown,4.9,7.74,13.2,1.04,5.8,17.0,569.0,1129.0,0.504,70.7,0.455,0.34700000000000003,0.7020000000000001,2015,11.2,23.9,35.1,5,Georgetown,Georgetown,15.48,9.81,64.6,108.1,0.513,2015,15.48,9.81,64.6,108.1,0.513,0.0,0.0,0.0,0.0,0.0
582,4,9,1,Eastern Washington,13,0,0,67,2015,Eastern Washington,4.85,6.35,13.2,1.22,9.9,24.0,616.0,1149.0,0.536,80.8,0.48,0.40299999999999997,0.723,2015,10.0,23.9,34.0,4,Eastern Washington,Eastern Washington,0.79,-3.84,68.3,117.1,0.562,2015,12.94,3.57,63.3,108.8,0.517,-12.149999999999999,-7.41,5.0,8.299999999999997,0.04500000000000004
583,11,5,2,SMU,6,0,1,68,2015,SMU,4.3,6.85,15.5,1.23,4.2,12.0,674.0,1311.0,0.514,69.4,0.479,0.359,0.705,2015,11.5,25.2,36.7,11,Southern Methodist,Southern Methodist,12.94,3.57,63.3,108.8,0.517,2015,0.79,-3.84,68.3,117.1,0.562,12.149999999999999,7.41,-5.0,-8.299999999999997,-0.04500000000000004
584,11,5,2,UCLA,11,1,0,69,2015,UCLA,3.73,6.85,13.9,1.17,6.2,17.0,644.0,1363.0,0.47200000000000003,72.0,0.441,0.363,0.6759999999999999,2015,12.3,25.7,38.0,6,UCLA,UCLA,12.07,8.27,67.3,106.1,0.496,2015,12.07,8.27,67.3,106.1,0.496,0.0,0.0,0.0,0.0,0.0
585,11,3,1,UCLA,11,1,1,80,2015,UCLA,3.73,6.85,13.9,1.17,6.2,17.0,644.0,1363.0,0.47200000000000003,72.0,0.441,0.363,0.6759999999999999,2015,12.3,25.7,38.0,14,UCLA,UCLA,12.07,8.27,67.3,106.1,0.496,2015,12.07,8.27,67.3,106.1,0.496,0.0,0.0,0.0,0.0,0.0
586,2,9,1,UCLA,11,0,0,86,2015,UCLA,3.73,6.85,13.9,1.17,6.2,17.0,644.0,1363.0,0.47200000000000003,72.0,0.441,0.363,0.6759999999999999,2015,12.3,25.7,38.0,2,UCLA,UCLA,12.07,8.27,67.3,106.1,0.496,2015,17.94,9.15,69.8,111.4,0.543,-5.870000000000001,-0.8800000000000008,-2.5,-5.300000000000011,-0.04700000000000004
587,14,11,2,Iowa State,3,0,1,70,2015,Iowa State,3.76,6.33,16.2,1.47,7.8,21.0,659.0,1205.0,0.547,78.4,0.48,0.366,0.696,2015,9.5,26.4,35.9,14,Iowa State,Iowa State,17.94,9.15,69.8,111.4,0.543,2015,12.07,8.27,67.3,106.1,0.496,5.870000000000001,0.8800000000000008,2.5,5.300000000000011,0.04700000000000004
588,14,11,2,Alabama-Birmingham,14,1,0,71,2015,UAB,5.18,6.62,14.4,1.06,5.5,17.0,633.0,1344.0,0.47100000000000003,68.9,0.43,0.332,0.741,2015,11.9,24.7,36.6,3,Alabama-Birmingham,Alabama-Birmingham,1.94,1.62,65.9,101.5,0.477,2015,1.94,1.62,65.9,101.5,0.477,0.0,0.0,0.0,0.0,0.0
589,11,3,1,Alabama-Birmingham,14,0,0,81,2015,UAB,5.18,6.62,14.4,1.06,5.5,17.0,633.0,1344.0,0.47100000000000003,68.9,0.43,0.332,0.741,2015,11.9,24.7,36.6,11,Alabama-Birmingham,Alabama-Birmingham,1.94,1.62,65.9,101.5,0.477,2015,1.94,1.62,65.9,101.5,0.477,0.0,0.0,0.0,0.0,0.0
590,7,3,1,Iowa,7,1,1,72,2015,Iowa,4.69,6.59,14.4,1.27,5.7,17.0,577.0,1231.0,0.469,69.4,0.42700000000000005,0.332,0.745,2015,12.5,25.2,37.7,10,Iowa,Iowa,15.83,8.39,64.5,107.4,0.481,2015,15.83,8.39,64.5,107.4,0.481,0.0,0.0,0.0,0.0,0.0
591,2,5,1,Iowa,7,0,0,82,2015,Iowa,4.69,6.59,14.4,1.27,5.7,17.0,577.0,1231.0,0.469,69.4,0.42700000000000005,0.332,0.745,2015,12.5,25.2,37.7,2,Iowa,Iowa,15.83,8.39,64.5,107.4,0.481,2015,15.83,8.39,64.5,107.4,0.481,0.0,0.0,0.0,0.0,0.0
592,7,3,1,Davidson,10,0,0,73,2015,Davidson,2.87,5.48,17.2,1.8,10.9,27.0,540.0,1012.0,0.534,79.9,0.47100000000000003,0.397,0.711,2015,10.5,25.5,35.9,7,Davidson,Davidson,11.97,3.19,67.2,117.1,0.556,2015,21.12,5.12,65.2,120.3,0.584,-9.15,-1.9300000000000002,2.0,-3.200000000000003,-0.027999999999999914
593,2,13,1,Gonzaga,2,1,1,74,2015,Gonzaga,3.35,6.21,16.5,1.56,7.1,17.0,731.0,1263.0,0.579,79.1,0.524,0.408,0.691,2015,10.2,27.6,37.9,15,Gonzaga,Gonzaga,21.12,5.12,65.2,120.3,0.584,2015,11.97,3.19,67.2,117.1,0.556,9.15,1.9300000000000002,-2.0,3.200000000000003,0.027999999999999914
594,2,5,1,Gonzaga,2,1,1,83,2015,Gonzaga,3.35,6.21,16.5,1.56,7.1,17.0,731.0,1263.0,0.579,79.1,0.524,0.408,0.691,2015,10.2,27.6,37.9,7,Gonzaga,Gonzaga,21.12,5.12,65.2,120.3,0.584,2015,21.12,5.12,65.2,120.3,0.584,0.0,0.0,0.0,0.0,0.0
595,2,9,1,Gonzaga,2,1,1,87,2015,Gonzaga,3.35,6.21,16.5,1.56,7.1,17.0,731.0,1263.0,0.579,79.1,0.524,0.408,0.691,2015,10.2,27.6,37.9,11,Gonzaga,Gonzaga,21.12,5.12,65.2,120.3,0.584,2015,21.12,5.12,65.2,120.3,0.584,0.0,0.0,0.0,0.0,0.0
596,1,1,1,Gonzaga,2,0,0,89,2015,Gonzaga,3.35,6.21,16.5,1.56,7.1,17.0,731.0,1263.0,0.579,79.1,0.524,0.408,0.691,2015,10.2,27.6,37.9,1,Gonzaga,Gonzaga,21.12,5.12,65.2,120.3,0.584,2015,-1.72,-3.63,61.9,103.7,0.501,22.84,8.75,3.3000000000000043,16.599999999999994,0.08299999999999996
597,2,13,1,North Dakota State,15,0,0,75,2015,North Dakota State,3.75,4.78,9.7,0.99,6.9,18.0,494.0,1080.0,0.457,64.5,0.43,0.38,0.693,2015,8.5,25.1,33.6,2,North Dakota State,North Dakota State,-1.72,-3.63,61.9,103.7,0.501,2015,21.12,5.12,65.2,120.3,0.584,-22.84,-8.75,-3.3000000000000043,-16.599999999999994,-0.08299999999999996
598,1,15,1,Wisconsin,1,1,1,90,2015,Wisconsin,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,2015,9.5,24.2,33.7,16,Wisconsin,Wisconsin,24.61,10.29,59.5,121.1,0.548,2015,24.61,10.29,59.5,121.1,0.548,0.0,0.0,0.0,0.0,0.0
599,1,7,1,Wisconsin,1,1,1,106,2015,Wisconsin,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,2015,9.5,24.2,33.7,8,Wisconsin,Wisconsin,24.61,10.29,59.5,121.1,0.548,2015,24.61,10.29,59.5,121.1,0.548,0.0,0.0,0.0,0.0,0.0
600,1,3,1,Wisconsin,1,1,1,114,2015,Wisconsin,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,2015,9.5,24.2,33.7,4,Wisconsin,Wisconsin,24.61,10.29,59.5,121.1,0.548,2015,24.61,10.29,59.5,121.1,0.548,0.0,0.0,0.0,0.0,0.0
601,1,1,1,Wisconsin,1,1,1,118,2015,Wisconsin,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,2015,9.5,24.2,33.7,2,Wisconsin,Wisconsin,24.61,10.29,59.5,121.1,0.548,2015,24.61,10.29,59.5,121.1,0.548,0.0,0.0,0.0,0.0,0.0
602,1,0,0,Wisconsin,1,9999,9999,123,2015,Wisconsin,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,2015,9.5,24.2,33.7,1,Wisconsin,Wisconsin,24.61,10.29,59.5,121.1,0.548,2015,24.61,10.29,59.5,121.1,0.548,0.0,0.0,0.0,0.0,0.0
603,1,0,0,Wisconsin,1,9999,9999,125,2015,Wisconsin,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,2015,9.5,24.2,33.7,1,Wisconsin,Wisconsin,24.61,10.29,59.5,121.1,0.548,2015,24.61,10.29,59.5,121.1,0.548,0.0,0.0,0.0,0.0,0.0
604,1,15,1,Coastal Carolina,16,0,0,91,2015,Coastal Carolina,3.33,7.03,11.4,0.96,6.7,19.0,587.0,1220.0,0.48100000000000004,71.7,0.439,0.35600000000000004,0.688,2015,13.3,26.5,39.8,1,Coastal Carolina,Coastal Carolina,-1.02,-6.18,65.2,110.0,0.5,2015,11.43,7.65,68.0,109.3,0.524,-12.45,-13.83,-2.799999999999997,0.7000000000000028,-0.02400000000000002
605,8,1,1,Oregon,8,1,1,92,2015,Oregon,4.32,5.74,14.2,1.21,7.3,20.0,689.0,1343.0,0.513,75.6,0.461,0.36,0.76,2015,10.6,25.8,36.4,9,Oregon,Oregon,11.43,7.65,68.0,109.3,0.524,2015,-1.02,-6.18,65.2,110.0,0.5,12.45,13.83,2.799999999999997,-0.7000000000000028,0.02400000000000002
606,1,7,1,Oregon,8,0,0,107,2015,Oregon,4.32,5.74,14.2,1.21,7.3,20.0,689.0,1343.0,0.513,75.6,0.461,0.36,0.76,2015,10.6,25.8,36.4,1,Oregon,Oregon,11.43,7.65,68.0,109.3,0.524,2015,12.95,9.63,64.6,103.6,0.507,-1.5199999999999996,-1.9800000000000004,3.4000000000000057,5.700000000000003,0.017000000000000015
607,8,1,1,Oklahoma State,9,0,0,93,2015,Oklahoma State,5.03,7.9,11.5,0.93,7.0,20.0,490.0,989.0,0.495,67.3,0.439,0.35,0.726,2015,9.0,23.5,32.5,8,Oklahoma State,Oklahoma State,12.95,9.63,64.6,103.6,0.507,2015,11.43,7.65,68.0,109.3,0.524,1.5199999999999996,1.9800000000000004,-3.4000000000000057,-5.700000000000003,-0.017000000000000015
608,5,7,1,Arkansas,5,1,1,94,2015,Arkansas,4.76,7.76,16.1,1.38,6.7,19.0,705.0,1435.0,0.491,78.0,0.447,0.35,0.7240000000000001,2015,13.0,22.8,35.8,12,Arkansas,Arkansas,14.07,6.79,70.1,109.6,0.5,2015,14.07,6.79,70.1,109.6,0.5,0.0,0.0,0.0,0.0,0.0
609,4,1,1,Arkansas,5,0,0,108,2015,Arkansas,4.76,7.76,16.1,1.38,6.7,19.0,705.0,1435.0,0.491,78.0,0.447,0.35,0.7240000000000001,2015,13.0,22.8,35.8,4,Arkansas,Arkansas,14.07,6.79,70.1,109.6,0.5,2015,14.07,6.79,70.1,109.6,0.5,0.0,0.0,0.0,0.0,0.0
610,5,7,1,Wofford,12,0,0,95,2015,Wofford,2.53,6.56,13.4,1.22,6.3,17.0,585.0,1173.0,0.499,67.0,0.45799999999999996,0.376,0.6890000000000001,2015,9.1,23.3,32.4,5,Wofford,Wofford,2.56,-2.98,62.7,106.2,0.516,2015,20.63,11.76,69.2,111.6,0.516,-18.07,-14.74,-6.5,-5.3999999999999915,0.0
611,4,9,1,UNC,4,1,1,96,2015,North Carolina,4.4,6.66,17.7,1.4,4.8,14.0,852.0,1660.0,0.513,77.9,0.475,0.345,0.7,2015,13.9,27.1,41.0,13,North Carolina,North Carolina,20.63,11.76,69.2,111.6,0.516,2015,2.56,-2.98,62.7,106.2,0.516,18.07,14.74,6.5,5.3999999999999915,0.0
612,4,1,1,UNC,4,1,1,109,2015,North Carolina,4.4,6.66,17.7,1.4,4.8,14.0,852.0,1660.0,0.513,77.9,0.475,0.345,0.7,2015,13.9,27.1,41.0,5,North Carolina,North Carolina,20.63,11.76,69.2,111.6,0.516,2015,20.63,11.76,69.2,111.6,0.516,0.0,0.0,0.0,0.0,0.0
613,1,3,1,UNC,4,0,0,115,2015,North Carolina,4.4,6.66,17.7,1.4,4.8,14.0,852.0,1660.0,0.513,77.9,0.475,0.345,0.7,2015,13.9,27.1,41.0,1,North Carolina,North Carolina,20.63,11.76,69.2,111.6,0.516,2015,20.63,11.76,69.2,111.6,0.516,0.0,0.0,0.0,0.0,0.0
614,4,9,1,Harvard,13,0,0,97,2015,Harvard,4.59,7.03,12.9,1.1,4.9,14.0,509.0,1094.0,0.465,64.2,0.435,0.353,0.713,2015,10.5,24.0,34.4,4,Harvard,Harvard,4.47,-0.25,61.2,103.2,0.481,2015,15.42,9.48,65.6,109.8,0.534,-10.95,-9.73,-4.3999999999999915,-6.599999999999994,-0.05300000000000005
615,6,5,1,Xavier,6,1,1,98,2015,Xavier,2.85,6.09,16.4,1.36,6.3,18.0,671.0,1257.0,0.534,73.6,0.473,0.349,0.725,2015,10.0,24.8,34.8,11,Xavier,Xavier,15.42,9.48,65.6,109.8,0.534,2015,4.47,-0.25,61.2,103.2,0.481,10.95,9.73,4.3999999999999915,6.599999999999994,0.05300000000000005
616,6,8,1,Xavier,6,1,1,110,2015,Xavier,2.85,6.09,16.4,1.36,6.3,18.0,671.0,1257.0,0.534,73.6,0.473,0.349,0.725,2015,10.0,24.8,34.8,14,Xavier,Xavier,15.42,9.48,65.6,109.8,0.534,2015,15.42,9.48,65.6,109.8,0.534,0.0,0.0,0.0,0.0,0.0
617,2,4,1,Xavier,6,0,0,116,2015,Xavier,2.85,6.09,16.4,1.36,6.3,18.0,671.0,1257.0,0.534,73.6,0.473,0.349,0.725,2015,10.0,24.8,34.8,2,Xavier,Xavier,15.42,9.48,65.6,109.8,0.534,2015,15.42,9.48,65.6,109.8,0.534,0.0,0.0,0.0,0.0,0.0
618,6,5,1,Ole Miss,11,0,0,99,2015,Ole Miss,3.69,6.59,12.8,1.13,6.5,19.0,581.0,1238.0,0.469,72.6,0.426,0.33799999999999997,0.778,2015,12.4,25.2,37.6,6,Mississippi,Mississippi,11.39,7.01,67.0,107.9,0.478,2015,17.85,9.33,62.8,109.2,0.497,-6.460000000000001,-2.3200000000000003,4.200000000000003,-1.2999999999999972,-0.019000000000000017
619,14,11,2,Baylor,3,0,1,100,2015,Baylor,3.97,7.91,14.6,1.17,6.9,18.0,565.0,1224.0,0.462,69.5,0.434,0.377,0.67,2015,14.7,24.5,39.2,14,Baylor,Baylor,17.85,9.33,62.8,109.2,0.497,2015,11.39,7.01,67.0,107.9,0.478,6.460000000000001,2.3200000000000003,-4.200000000000003,1.2999999999999972,0.019000000000000017
620,14,11,2,Georgia State,14,1,0,101,2015,Georgia State,4.21,9.09,13.6,1.28,4.9,15.0,691.0,1286.0,0.537,72.0,0.48,0.331,0.727,2015,9.4,23.4,32.8,3,Georgia State,Georgia State,5.47,-2.03,64.3,109.8,0.527,2015,5.47,-2.03,64.3,109.8,0.527,0.0,0.0,0.0,0.0,0.0
621,6,8,1,Georgia State,14,0,0,111,2015,Georgia State,4.21,9.09,13.6,1.28,4.9,15.0,691.0,1286.0,0.537,72.0,0.48,0.331,0.727,2015,9.4,23.4,32.8,6,Georgia State,Georgia State,5.47,-2.03,64.3,109.8,0.527,2015,5.47,-2.03,64.3,109.8,0.527,0.0,0.0,0.0,0.0,0.0
622,10,3,2,VCU,7,0,1,102,2015,VCU,4.31,9.66,12.6,1.19,8.1,24.0,589.0,1248.0,0.47200000000000003,72.5,0.42,0.342,0.6559999999999999,2015,12.3,23.1,35.4,10,Virginia Commonwealth,Virginia Commonwealth,12.79,6.1,66.4,106.5,0.487,2015,19.68,7.37,66.0,113.2,0.542,-6.890000000000001,-1.2700000000000005,0.4000000000000057,-6.700000000000003,-0.05500000000000005
623,10,3,2,Ohio State,10,1,0,103,2015,Ohio State,5.09,7.79,15.4,1.36,6.8,18.0,691.0,1281.0,0.539,75.8,0.486,0.37200000000000005,0.6779999999999999,2015,11.3,24.6,35.8,7,Ohio State,Ohio State,19.68,7.37,66.0,113.2,0.542,2015,12.79,6.1,66.4,106.5,0.487,6.890000000000001,1.2700000000000005,-0.4000000000000057,6.700000000000003,0.05500000000000005
624,2,8,1,Ohio State,10,0,0,112,2015,Ohio State,5.09,7.79,15.4,1.36,6.8,18.0,691.0,1281.0,0.539,75.8,0.486,0.37200000000000005,0.6779999999999999,2015,11.3,24.6,35.8,2,Ohio State,Ohio State,19.68,7.37,66.0,113.2,0.542,2015,24.33,7.41,66.5,114.7,0.535,-4.649999999999999,-0.040000000000000036,-0.5,-1.5,0.007000000000000006
625,2,13,1,Arizona,2,1,1,104,2015,Arizona,3.59,7.18,14.2,1.27,5.1,14.0,736.0,1377.0,0.534,76.4,0.489,0.36,0.6990000000000001,2015,10.8,26.4,37.2,15,Arizona,Arizona,24.33,7.41,66.5,114.7,0.535,2015,19.68,7.37,66.0,113.2,0.542,4.649999999999999,0.040000000000000036,0.5,1.5,-0.007000000000000006
626,2,8,1,Arizona,2,1,1,113,2015,Arizona,3.59,7.18,14.2,1.27,5.1,14.0,736.0,1377.0,0.534,76.4,0.489,0.36,0.6990000000000001,2015,10.8,26.4,37.2,10,Arizona,Arizona,24.33,7.41,66.5,114.7,0.535,2015,24.33,7.41,66.5,114.7,0.535,0.0,0.0,0.0,0.0,0.0
627,2,4,1,Arizona,2,1,1,117,2015,Arizona,3.59,7.18,14.2,1.27,5.1,14.0,736.0,1377.0,0.534,76.4,0.489,0.36,0.6990000000000001,2015,10.8,26.4,37.2,6,Arizona,Arizona,24.33,7.41,66.5,114.7,0.535,2015,24.33,7.41,66.5,114.7,0.535,0.0,0.0,0.0,0.0,0.0
628,1,1,1,Arizona,2,0,0,119,2015,Arizona,3.59,7.18,14.2,1.27,5.1,14.0,736.0,1377.0,0.534,76.4,0.489,0.36,0.6990000000000001,2015,10.8,26.4,37.2,1,Arizona,Arizona,24.33,7.41,66.5,114.7,0.535,2015,-5.98,-6.09,64.5,103.6,0.495,30.31,13.5,2.0,11.100000000000009,0.040000000000000036
629,2,13,1,Texas Southern,15,0,0,105,2015,Texas Southern,3.12,6.15,10.9,0.83,5.3,17.0,614.0,1227.0,0.5,68.2,0.444,0.32,0.662,2015,11.4,23.2,34.5,2,Texas Southern,Texas Southern,-5.98,-6.09,64.5,103.6,0.495,2015,24.33,7.41,66.5,114.7,0.535,-30.31,-13.5,-2.0,-11.100000000000009,-0.040000000000000036
630,1,15,1,UNC,1,1,1,0,2016,North Carolina,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,2016,14.0,26.9,41.0,16,North Carolina,North Carolina,23.44,10.69,70.2,118.0,0.526,2016,23.44,10.69,70.2,118.0,0.526,0.0,0.0,0.0,0.0,0.0
631,1,8,1,UNC,1,1,1,16,2016,North Carolina,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,2016,14.0,26.9,41.0,9,North Carolina,North Carolina,23.44,10.69,70.2,118.0,0.526,2016,23.44,10.69,70.2,118.0,0.526,0.0,0.0,0.0,0.0,0.0
632,1,4,1,UNC,1,1,1,24,2016,North Carolina,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,2016,14.0,26.9,41.0,5,North Carolina,North Carolina,23.44,10.69,70.2,118.0,0.526,2016,23.44,10.69,70.2,118.0,0.526,0.0,0.0,0.0,0.0,0.0
633,1,5,1,UNC,1,1,1,28,2016,North Carolina,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,2016,14.0,26.9,41.0,6,North Carolina,North Carolina,23.44,10.69,70.2,118.0,0.526,2016,23.44,10.69,70.2,118.0,0.526,0.0,0.0,0.0,0.0,0.0
634,1,9,1,UNC,1,1,1,123,2016,North Carolina,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,2016,14.0,26.9,41.0,10,North Carolina,North Carolina,23.44,10.69,70.2,118.0,0.526,2016,23.44,10.69,70.2,118.0,0.526,0.0,0.0,0.0,0.0,0.0
635,2,1,2,UNC,1,0,1,125,2016,North Carolina,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,2016,14.0,26.9,41.0,2,North Carolina,North Carolina,23.44,10.69,70.2,118.0,0.526,2016,23.44,10.69,70.2,118.0,0.526,0.0,0.0,0.0,0.0,0.0
