,point_difference,team_seed,win,higher_or_lower_seed,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,ORPG,DRPG,RPG,other_team_seed,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted,round
284,1,8,1,1,2.03,4.88,13.1,1.21,5.1,15.0,669.0,1364.0,0.49,73.1,0.44799999999999995,0.332,0.713,14.4,26.1,40.4,9,13.65,5.89,64.6,112.6,0.495,15.41,6.0,68.2,110.7,0.512,-1.7599999999999998,-0.11000000000000032,-3.6000000000000085,1.899999999999992,-0.017000000000000015,1
285,1,9,0,0,3.52,6.76,13.9,1.05,6.3,19.0,692.0,1346.0,0.514,76.2,0.46,0.34,0.7390000000000001,13.7,27.8,41.4,8,15.41,6.0,68.2,110.7,0.512,13.65,5.89,64.6,112.6,0.495,1.7599999999999998,0.11000000000000032,3.6000000000000085,-1.899999999999992,0.017000000000000015,1
286,7,5,0,1,4.75,7.5,12.1,0.97,5.6,18.0,615.0,1239.0,0.496,72.4,0.44,0.316,0.75,10.9,25.5,36.4,12,15.57,6.73,67.3,104.8,0.488,13.82,5.77,68.8,102.4,0.493,1.75,0.9600000000000009,-1.5,2.3999999999999915,-0.0050000000000000044,1
287,7,12,1,0,4.0,8.5,13.0,0.87,5.0,16.0,695.0,1407.0,0.494,71.7,0.447,0.32299999999999995,0.71,12.2,25.2,37.4,5,13.82,5.77,68.8,102.4,0.493,15.57,6.73,67.3,104.8,0.488,-1.75,-0.9600000000000009,1.5,-2.3999999999999915,0.0050000000000000044,1
288,9,4,1,1,3.19,7.47,12.9,1.14,6.2,18.0,547.0,1094.0,0.5,68.9,0.447,0.34700000000000003,0.7090000000000001,9.1,23.8,32.8,13,14.33,4.28,64.5,105.0,0.504,5.11,0.7,65.2,102.5,0.493,9.22,3.58,-0.7000000000000028,2.5,0.01100000000000001,1
289,9,13,0,0,5.47,5.56,11.5,0.8,4.0,12.0,680.0,1345.0,0.506,68.0,0.461,0.32,0.6559999999999999,12.0,25.6,37.6,4,5.11,0.7,65.2,102.5,0.493,14.33,4.28,64.5,105.0,0.504,-9.22,-3.58,0.7000000000000028,-2.5,-0.01100000000000001,1
290,5,6,1,1,6.29,8.97,17.2,1.18,6.2,16.0,727.0,1404.0,0.518,75.9,0.479,0.379,0.6659999999999999,12.3,25.5,37.8,11,12.26,2.7,69.5,106.3,0.524,14.51,3.31,64.5,115.2,0.54,-2.25,-0.6099999999999999,5.0,-8.900000000000006,-0.016000000000000014,1
291,5,11,0,0,2.97,6.27,14.7,1.22,7.9,21.0,608.0,1136.0,0.535,75.5,0.474,0.375,0.726,12.1,25.0,37.1,6,14.51,3.31,64.5,115.2,0.54,12.26,2.7,69.5,106.3,0.524,2.25,0.6099999999999999,-5.0,8.900000000000006,0.016000000000000014,1
292,11,3,1,1,3.82,8.09,13.3,0.99,5.0,15.0,646.0,1281.0,0.504,68.2,0.46,0.342,0.7170000000000001,11.5,25.8,37.3,14,18.64,10.55,64.7,105.1,0.505,7.15,-1.13,65.1,108.9,0.5589999999999999,11.49,11.68,-0.3999999999999915,-3.8000000000000114,-0.05400000000000005,1
293,11,14,0,0,3.3,6.67,13.8,0.95,7.5,20.0,558.0,990.0,0.564,71.7,0.489,0.376,0.732,8.9,24.0,32.9,3,7.15,-1.13,65.1,108.9,0.5589999999999999,18.64,10.55,64.7,105.1,0.505,-11.49,-11.68,0.3999999999999915,3.8000000000000114,0.05400000000000005,1
294,3,7,1,1,2.59,5.0,17.2,1.4,8.8,21.0,609.0,1079.0,0.564,75.4,0.508,0.42100000000000004,0.75,8.4,26.8,35.2,10,16.44,5.16,65.0,114.5,0.5820000000000001,14.46,6.93,64.9,101.4,0.462,1.9800000000000004,-1.7699999999999996,0.09999999999999433,13.099999999999996,0.11999999999999995,1
295,3,10,0,0,6.18,7.0,12.2,0.95,6.8,21.0,539.0,1190.0,0.45299999999999996,66.6,0.402,0.317,0.649,14.4,25.6,40.0,7,14.46,6.93,64.9,101.4,0.462,16.44,5.16,65.0,114.5,0.5820000000000001,-1.9800000000000004,1.7699999999999996,-0.09999999999999433,-13.099999999999996,-0.11999999999999995,1
296,13,2,1,1,3.78,6.53,14.7,1.37,7.8,19.0,627.0,1226.0,0.511,78.3,0.47600000000000003,0.406,0.732,9.7,24.2,33.8,15,21.43,9.54,68.2,113.1,0.539,-0.87,-4.53,62.8,102.1,0.496,22.3,14.07,5.400000000000006,11.0,0.04300000000000004,1
297,13,15,0,0,2.03,5.44,11.2,0.84,6.0,16.0,538.0,1136.0,0.474,64.4,0.43799999999999994,0.364,0.7340000000000001,9.9,23.7,33.6,2,-0.87,-4.53,62.8,102.1,0.496,21.43,9.54,68.2,113.1,0.539,-22.3,-14.07,-5.400000000000006,-11.0,-0.04300000000000004,1
298,7,1,1,1,4.24,10.74,15.0,1.18,5.8,18.0,681.0,1375.0,0.495,73.6,0.445,0.331,0.711,13.6,23.9,37.5,8,24.81,9.13,66.4,110.3,0.506,13.65,5.89,64.6,112.6,0.495,11.159999999999998,3.240000000000001,1.8000000000000114,-2.299999999999997,0.01100000000000001,2
299,7,8,0,0,2.03,4.88,13.1,1.21,5.1,15.0,669.0,1364.0,0.49,73.1,0.44799999999999995,0.332,0.713,14.4,26.1,40.4,1,13.65,5.89,64.6,112.6,0.495,24.81,9.13,66.4,110.3,0.506,-11.159999999999998,-3.240000000000001,-1.8000000000000114,2.299999999999997,-0.01100000000000001,2
300,8,12,1,0,4.0,8.5,13.0,0.87,5.0,16.0,695.0,1407.0,0.494,71.7,0.447,0.32299999999999995,0.71,12.2,25.2,37.4,4,13.82,5.77,68.8,102.4,0.493,14.33,4.28,64.5,105.0,0.504,-0.5099999999999998,1.489999999999999,4.299999999999997,-2.5999999999999943,-0.01100000000000001,2
301,8,4,0,1,3.19,7.47,12.9,1.14,6.2,18.0,547.0,1094.0,0.5,68.9,0.447,0.34700000000000003,0.7090000000000001,9.1,23.8,32.8,12,14.33,4.28,64.5,105.0,0.504,13.82,5.77,68.8,102.4,0.493,0.5099999999999998,-1.489999999999999,-4.299999999999997,2.5999999999999943,0.01100000000000001,2
302,3,6,0,0,6.29,8.97,17.2,1.18,6.2,16.0,727.0,1404.0,0.518,75.9,0.479,0.379,0.6659999999999999,12.3,25.5,37.8,3,12.26,2.7,69.5,106.3,0.524,18.64,10.55,64.7,105.1,0.505,-6.380000000000001,-7.85,4.799999999999997,1.2000000000000028,0.019000000000000017,2
303,3,3,1,1,3.82,8.09,13.3,0.99,5.0,15.0,646.0,1281.0,0.504,68.2,0.46,0.342,0.7170000000000001,11.5,25.8,37.3,6,18.64,10.55,64.7,105.1,0.505,12.26,2.7,69.5,106.3,0.524,6.380000000000001,7.85,-4.799999999999997,-1.2000000000000028,-0.019000000000000017,2
304,5,7,0,0,2.59,5.0,17.2,1.4,8.8,21.0,609.0,1079.0,0.564,75.4,0.508,0.42100000000000004,0.75,8.4,26.8,35.2,2,16.44,5.16,65.0,114.5,0.5820000000000001,21.43,9.54,68.2,113.1,0.539,-4.989999999999998,-4.379999999999999,-3.200000000000003,1.4000000000000057,0.042999999999999934,2
305,5,2,1,1,3.78,6.53,14.7,1.37,7.8,19.0,627.0,1226.0,0.511,78.3,0.47600000000000003,0.406,0.732,9.7,24.2,33.8,7,21.43,9.54,68.2,113.1,0.539,16.44,5.16,65.0,114.5,0.5820000000000001,4.989999999999998,4.379999999999999,3.200000000000003,-1.4000000000000057,-0.042999999999999934,2
306,11,1,1,1,4.24,10.74,15.0,1.18,5.8,18.0,681.0,1375.0,0.495,73.6,0.445,0.331,0.711,13.6,23.9,37.5,12,24.81,9.13,66.4,110.3,0.506,13.82,5.77,68.8,102.4,0.493,10.989999999999998,3.360000000000001,-2.3999999999999915,7.8999999999999915,0.013000000000000013,3
307,11,12,0,0,4.0,8.5,13.0,0.87,5.0,16.0,695.0,1407.0,0.494,71.7,0.447,0.32299999999999995,0.71,12.2,25.2,37.4,1,13.82,5.77,68.8,102.4,0.493,24.81,9.13,66.4,110.3,0.506,-10.989999999999998,-3.360000000000001,2.3999999999999915,-7.8999999999999915,-0.013000000000000013,3
308,1,3,0,0,3.82,8.09,13.3,0.99,5.0,15.0,646.0,1281.0,0.504,68.2,0.46,0.342,0.7170000000000001,11.5,25.8,37.3,2,18.64,10.55,64.7,105.1,0.505,21.43,9.54,68.2,113.1,0.539,-2.7899999999999987,1.0100000000000016,-3.5,-8.0,-0.03400000000000003,3
309,1,2,1,1,3.78,6.53,14.7,1.37,7.8,19.0,627.0,1226.0,0.511,78.3,0.47600000000000003,0.406,0.732,9.7,24.2,33.8,3,21.43,9.54,68.2,113.1,0.539,18.64,10.55,64.7,105.1,0.505,2.7899999999999987,-1.0100000000000016,3.5,8.0,0.03400000000000003,3
310,1,1,1,1,4.24,10.74,15.0,1.18,5.8,18.0,681.0,1375.0,0.495,73.6,0.445,0.331,0.711,13.6,23.9,37.5,2,24.81,9.13,66.4,110.3,0.506,21.43,9.54,68.2,113.1,0.539,3.379999999999999,-0.4099999999999984,-1.7999999999999972,-2.799999999999997,-0.03300000000000003,4
311,1,2,0,0,3.78,6.53,14.7,1.37,7.8,19.0,627.0,1226.0,0.511,78.3,0.47600000000000003,0.406,0.732,9.7,24.2,33.8,1,21.43,9.54,68.2,113.1,0.539,24.81,9.13,66.4,110.3,0.506,-3.379999999999999,0.4099999999999984,1.7999999999999972,2.799999999999997,0.03300000000000003,4
312,15,1,1,1,2.85,7.97,15.2,1.36,6.4,17.0,707.0,1254.0,0.564,77.6,0.504,0.371,0.7070000000000001,11.4,25.9,37.3,16,20.47,4.18,65.3,118.0,0.555,-2.61,-10.31,65.4,103.0,0.4970000000000001,23.08,14.49,-0.10000000000000853,15.0,0.05800000000000005,1
313,15,16,0,0,3.94,7.5,11.4,1.05,6.8,19.0,527.0,1115.0,0.473,67.7,0.434,0.36200000000000004,0.69,8.9,26.3,35.2,1,-2.61,-10.31,65.4,103.0,0.4970000000000001,20.47,4.18,65.3,118.0,0.555,-23.08,-14.49,0.10000000000000853,-15.0,-0.05800000000000005,1
314,1,8,0,1,3.94,6.66,16.5,1.52,5.1,14.0,656.0,1271.0,0.516,69.6,0.475,0.36,0.664,12.9,22.4,35.3,9,18.82,5.63,60.4,113.2,0.517,14.68,6.09,64.9,107.5,0.5,4.1400000000000015,-0.46,-4.500000000000006,5.700000000000002,0.017000000000000015,1
315,1,9,1,0,4.47,7.47,13.8,1.08,6.6,20.0,612.0,1222.0,0.501,69.4,0.44299999999999995,0.337,0.688,13.1,25.3,38.4,8,14.68,6.09,64.9,107.5,0.5,18.82,5.63,60.4,113.2,0.517,-4.1400000000000015,0.46,4.500000000000006,-5.700000000000002,-0.017000000000000015,1
316,7,5,0,1,4.33,5.73,13.5,1.37,7.5,22.0,541.0,1117.0,0.484,66.2,0.426,0.33799999999999997,0.635,11.7,25.2,36.9,12,18.76,9.73,61.4,104.4,0.486,14.42,4.14,70.5,108.4,0.491,4.340000000000002,5.5900000000000025,-9.1,-4.0,-0.0050000000000000044,1
317,7,12,1,0,5.12,8.39,12.6,1.12,6.9,21.0,671.0,1368.0,0.49,78.2,0.4370000000000001,0.331,0.684,13.2,25.6,38.8,5,14.42,4.14,70.5,108.4,0.491,18.76,9.73,61.4,104.4,0.486,-4.340000000000002,-5.5900000000000025,9.1,4.0,0.0050000000000000044,1
318,9,4,0,1,3.59,7.09,16.0,1.38,6.9,19.0,614.0,1300.0,0.47200000000000003,69.2,0.436,0.363,0.6890000000000001,13.4,21.9,35.3,13,13.53,6.53,63.6,108.4,0.495,10.14,4.46,66.5,107.6,0.519,3.389999999999999,2.0700000000000003,-2.8999999999999986,0.8000000000000114,-0.024000000000000014,1
319,9,13,1,0,3.57,8.07,14.4,1.23,7.6,21.0,544.0,1107.0,0.491,72.4,0.44799999999999995,0.371,0.738,10.1,21.6,31.7,4,10.14,4.46,66.5,107.6,0.519,13.53,6.53,63.6,108.4,0.495,-3.389999999999999,-2.0700000000000003,2.8999999999999986,-0.8000000000000114,0.024000000000000014,1
320,5,6,1,1,3.91,6.94,13.8,1.06,7.7,21.0,556.0,1106.0,0.503,73.3,0.45,0.363,0.748,11.5,24.7,36.3,11,17.3,7.47,66.8,109.5,0.525,10.37,-0.96,68.1,112.3,0.5670000000000001,6.9300000000000015,8.43,-1.2999999999999972,-2.799999999999997,-0.041999999999999926,1
321,5,11,0,0,2.75,9.84,15.9,1.18,8.5,22.0,615.0,1091.0,0.564,77.2,0.494,0.386,0.733,9.4,22.8,32.2,6,10.37,-0.96,68.1,112.3,0.5670000000000001,17.3,7.47,66.8,109.5,0.525,-6.9300000000000015,-8.43,1.2999999999999972,2.799999999999997,0.041999999999999926,1
322,11,3,0,1,3.91,6.12,14.6,1.27,6.4,18.0,529.0,1144.0,0.462,67.4,0.425,0.354,0.722,9.4,25.9,35.2,14,13.28,6.63,64.7,103.3,0.484,3.95,0.16,63.8,105.6,0.542,9.329999999999998,6.47,0.9000000000000057,-2.299999999999997,-0.05800000000000005,1
323,11,14,1,0,4.36,7.43,13.2,0.98,6.4,16.0,461.0,882.0,0.523,68.9,0.48200000000000004,0.401,0.72,7.3,22.1,29.4,3,3.95,0.16,63.8,105.6,0.542,13.28,6.63,64.7,103.3,0.484,-9.329999999999998,-6.47,-0.9000000000000057,2.299999999999997,0.05800000000000005,1
324,3,7,0,1,3.82,5.09,17.0,1.54,6.6,18.0,646.0,1278.0,0.505,70.4,0.46299999999999997,0.373,0.7070000000000001,11.1,25.1,36.2,10,13.74,7.22,62.0,109.8,0.522,14.5,6.13,70.0,111.7,0.5379999999999999,-0.7599999999999998,1.09,-8.0,-1.9000000000000057,-0.016000000000000014,1
325,3,10,1,0,2.91,6.52,16.0,1.2,9.8,27.0,585.0,1122.0,0.521,79.6,0.455,0.37,0.731,12.3,26.5,38.7,7,14.5,6.13,70.0,111.7,0.5379999999999999,13.74,7.22,62.0,109.8,0.522,0.7599999999999998,-1.09,8.0,1.9000000000000057,0.016000000000000014,1
326,13,2,1,1,4.41,6.81,13.5,1.27,6.2,17.0,609.0,1220.0,0.499,69.9,0.456,0.359,0.6920000000000001,10.6,24.8,35.4,15,20.19,9.32,64.3,108.9,0.506,4.04,-0.02,70.5,111.1,0.521,16.150000000000002,9.34,-6.200000000000002,-2.1999999999999886,-0.015000000000000013,1
327,13,15,0,0,3.0,6.61,15.5,1.27,8.4,23.0,656.0,1298.0,0.505,80.7,0.457,0.373,0.778,11.5,24.5,36.0,2,4.04,-0.02,70.5,111.1,0.521,20.19,9.32,64.3,108.9,0.506,-16.150000000000002,-9.34,6.200000000000002,2.1999999999999886,0.015000000000000013,1
328,8,1,0,1,2.85,7.97,15.2,1.36,6.4,17.0,707.0,1254.0,0.564,77.6,0.504,0.371,0.7070000000000001,11.4,25.9,37.3,9,20.47,4.18,65.3,118.0,0.555,14.68,6.09,64.9,107.5,0.5,5.789999999999999,-1.91,0.3999999999999915,10.5,0.05500000000000005,2
329,8,9,1,0,4.47,7.47,13.8,1.08,6.6,20.0,612.0,1222.0,0.501,69.4,0.44299999999999995,0.337,0.688,13.1,25.3,38.4,1,14.68,6.09,64.9,107.5,0.5,20.47,4.18,65.3,118.0,0.555,-5.789999999999999,1.91,-0.3999999999999915,-10.5,-0.05500000000000005,2
330,1,12,0,1,5.12,8.39,12.6,1.12,6.9,21.0,671.0,1368.0,0.49,78.2,0.4370000000000001,0.331,0.684,13.2,25.6,38.8,13,14.42,4.14,70.5,108.4,0.491,10.14,4.46,66.5,107.6,0.519,4.279999999999999,-0.3200000000000003,4.0,0.8000000000000114,-0.028000000000000025,2
331,1,13,1,0,3.57,8.07,14.4,1.23,7.6,21.0,544.0,1107.0,0.491,72.4,0.44799999999999995,0.371,0.738,10.1,21.6,31.7,12,10.14,4.46,66.5,107.6,0.519,14.42,4.14,70.5,108.4,0.491,-4.279999999999999,0.3200000000000003,-4.0,-0.8000000000000114,0.028000000000000025,2
332,8,6,1,1,3.91,6.94,13.8,1.06,7.7,21.0,556.0,1106.0,0.503,73.3,0.45,0.363,0.748,11.5,24.7,36.3,14,17.3,7.47,66.8,109.5,0.525,3.95,0.16,63.8,105.6,0.542,13.35,7.31,3.0,3.9000000000000057,-0.017000000000000015,2
333,8,14,0,0,4.36,7.43,13.2,0.98,6.4,16.0,461.0,882.0,0.523,68.9,0.48200000000000004,0.401,0.72,7.3,22.1,29.4,6,3.95,0.16,63.8,105.6,0.542,17.3,7.47,66.8,109.5,0.525,-13.35,-7.31,-3.0,-3.9000000000000057,0.017000000000000015,2
334,8,10,0,0,2.91,6.52,16.0,1.2,9.8,27.0,585.0,1122.0,0.521,79.6,0.455,0.37,0.731,12.3,26.5,38.7,2,14.5,6.13,70.0,111.7,0.5379999999999999,20.19,9.32,64.3,108.9,0.506,-5.690000000000001,-3.1900000000000004,5.700000000000002,2.799999999999997,0.03200000000000003,2
335,8,2,1,1,4.41,6.81,13.5,1.27,6.2,17.0,609.0,1220.0,0.499,69.9,0.456,0.359,0.6920000000000001,10.6,24.8,35.4,10,20.19,9.32,64.3,108.9,0.506,14.5,6.13,70.0,111.7,0.5379999999999999,5.690000000000001,3.1900000000000004,-5.700000000000002,-2.799999999999997,-0.03200000000000003,2
336,4,9,1,1,4.47,7.47,13.8,1.08,6.6,20.0,612.0,1222.0,0.501,69.4,0.44299999999999995,0.337,0.688,13.1,25.3,38.4,13,14.68,6.09,64.9,107.5,0.5,10.14,4.46,66.5,107.6,0.519,4.539999999999999,1.63,-1.5999999999999943,-0.09999999999999433,-0.019000000000000017,3
337,4,13,0,0,3.57,8.07,14.4,1.23,7.6,21.0,544.0,1107.0,0.491,72.4,0.44799999999999995,0.371,0.738,10.1,21.6,31.7,9,10.14,4.46,66.5,107.6,0.519,14.68,6.09,64.9,107.5,0.5,-4.539999999999999,-1.63,1.5999999999999943,0.09999999999999433,0.019000000000000017,3
338,4,6,0,0,3.91,6.94,13.8,1.06,7.7,21.0,556.0,1106.0,0.503,73.3,0.45,0.363,0.748,11.5,24.7,36.3,2,17.3,7.47,66.8,109.5,0.525,20.19,9.32,64.3,108.9,0.506,-2.890000000000001,-1.8500000000000003,2.5,0.5999999999999943,0.019000000000000017,3
339,4,2,1,1,4.41,6.81,13.5,1.27,6.2,17.0,609.0,1220.0,0.499,69.9,0.456,0.359,0.6920000000000001,10.6,24.8,35.4,6,20.19,9.32,64.3,108.9,0.506,17.3,7.47,66.8,109.5,0.525,2.890000000000001,1.8500000000000003,-2.5,-0.5999999999999943,-0.019000000000000017,3
340,7,9,1,0,4.47,7.47,13.8,1.08,6.6,20.0,612.0,1222.0,0.501,69.4,0.44299999999999995,0.337,0.688,13.1,25.3,38.4,2,14.68,6.09,64.9,107.5,0.5,20.19,9.32,64.3,108.9,0.506,-5.5100000000000025,-3.2300000000000004,0.6000000000000085,-1.4000000000000057,-0.0060000000000000045,4
341,7,2,0,1,4.41,6.81,13.5,1.27,6.2,17.0,609.0,1220.0,0.499,69.9,0.456,0.359,0.6920000000000001,10.6,24.8,35.4,9,20.19,9.32,64.3,108.9,0.506,14.68,6.09,64.9,107.5,0.5,5.5100000000000025,3.2300000000000004,-0.6000000000000085,1.4000000000000057,0.0060000000000000045,4
342,15,1,1,1,6.62,7.18,15.6,1.14,6.0,16.0,700.0,1328.0,0.527,75.4,0.48,0.3670000000000001,0.733,11.0,28.1,39.1,16,20.79,7.54,67.8,109.1,0.5329999999999999,-0.65,-1.14,67.0,99.5,0.485,21.44,8.68,0.7999999999999972,9.599999999999994,0.048000000000000036,1
343,15,16,0,0,3.29,6.11,11.2,0.74,6.4,20.0,593.0,1204.0,0.493,67.2,0.431,0.324,0.674,12.1,24.1,36.2,1,-0.65,-1.14,67.0,99.5,0.485,20.79,7.54,67.8,109.1,0.5329999999999999,-21.44,-8.68,-0.7999999999999972,-9.599999999999994,-0.048000000000000036,1
344,1,8,1,1,3.45,8.24,17.3,1.41,7.3,20.0,708.0,1487.0,0.47600000000000003,77.2,0.444,0.371,0.667,13.8,25.4,39.2,9,14.52,8.01,71.6,106.8,0.499,10.74,8.53,67.4,98.8,0.474,3.78,-0.5199999999999996,4.199999999999989,8.0,0.025000000000000026,1
345,1,9,0,0,3.39,7.7,12.3,0.79,6.1,18.0,505.0,1102.0,0.45799999999999996,67.8,0.415,0.336,0.72,11.2,25.1,36.3,8,10.74,8.53,67.4,98.8,0.474,14.52,8.01,71.6,106.8,0.499,-3.78,0.5199999999999996,-4.199999999999989,-8.0,-0.025000000000000026,1
346,7,5,1,1,3.18,11.94,15.0,1.27,8.1,23.0,666.0,1314.0,0.507,78.0,0.452,0.35600000000000004,0.701,13.9,20.9,34.8,12,16.89,4.47,68.6,111.4,0.513,8.11,0.18,66.4,106.5,0.516,8.780000000000001,4.29,2.1999999999999886,4.900000000000006,-0.003000000000000003,1
347,7,12,0,0,5.72,7.16,15.0,1.1,7.1,21.0,609.0,1155.0,0.527,72.7,0.457,0.337,0.645,13.0,24.9,37.9,5,8.11,0.18,66.4,106.5,0.516,16.89,4.47,68.6,111.4,0.513,-8.780000000000001,-4.29,-2.1999999999999886,-4.900000000000006,0.003000000000000003,1
348,9,4,1,1,2.85,6.0,14.3,1.55,7.5,20.0,676.0,1263.0,0.535,75.2,0.484,0.38299999999999995,0.7070000000000001,10.7,24.5,35.1,13,21.28,10.05,64.1,116.1,0.5489999999999999,2.36,-3.27,64.0,113.1,0.539,18.92,13.32,0.09999999999999433,3.0,0.010000000000000007,1
349,9,13,0,0,2.29,5.06,14.5,1.4,7.8,20.0,621.0,1212.0,0.512,73.9,0.47,0.39399999999999996,0.763,9.5,25.2,34.7,4,2.36,-3.27,64.0,113.1,0.539,21.28,10.05,64.1,116.1,0.5489999999999999,-18.92,-13.32,-0.09999999999999433,-3.0,-0.010000000000000007,1
350,5,6,0,1,3.68,8.18,16.1,1.46,4.9,14.0,774.0,1576.0,0.491,74.7,0.455,0.33899999999999997,0.722,10.8,25.5,36.3,11,12.88,7.82,69.6,105.4,0.491,16.83,10.31,63.5,107.8,0.493,-3.9499999999999975,-2.49,6.099999999999994,-2.3999999999999915,-0.0020000000000000018,1
351,5,11,1,0,5.72,7.56,14.8,1.07,5.2,16.0,597.0,1215.0,0.491,68.4,0.442,0.326,0.685,14.9,23.9,38.8,6,16.83,10.31,63.5,107.8,0.493,12.88,7.82,69.6,105.4,0.491,3.9499999999999975,2.49,-6.099999999999994,2.3999999999999915,0.0020000000000000018,1
352,11,3,1,1,3.38,6.94,15.0,1.36,8.3,22.0,577.0,1043.0,0.5529999999999999,71.9,0.484,0.382,0.688,10.5,24.6,35.1,14,23.86,6.83,62.9,113.5,0.552,0.41,-3.77,74.4,107.5,0.505,23.45,10.6,-11.500000000000007,6.0,0.047000000000000035,1
353,11,14,0,0,4.77,9.84,15.5,1.11,6.0,19.0,715.0,1370.0,0.522,81.0,0.461,0.317,0.6859999999999999,13.8,25.5,39.3,3,0.41,-3.77,74.4,107.5,0.505,23.86,6.83,62.9,113.5,0.552,-23.45,-10.6,11.500000000000007,-6.0,-0.047000000000000035,1
354,3,7,1,1,4.56,6.88,12.3,1.03,5.9,18.0,600.0,1219.0,0.4920000000000001,69.2,0.43799999999999994,0.324,0.6759999999999999,11.0,25.9,36.8,10,13.01,6.19,66.6,103.7,0.491,11.4,7.09,66.8,104.9,0.478,1.6099999999999994,-0.8999999999999995,-0.20000000000000284,-1.2000000000000028,0.013000000000000013,1
355,3,10,0,0,2.81,6.45,12.4,1.05,5.0,15.0,626.0,1317.0,0.475,71.1,0.436,0.326,0.76,11.9,24.8,36.7,7,11.4,7.09,66.8,104.9,0.478,13.01,6.19,66.6,103.7,0.491,-1.6099999999999994,0.8999999999999995,0.20000000000000284,1.2000000000000028,-0.013000000000000013,1
356,13,2,0,1,3.84,7.55,14.8,1.17,5.9,16.0,531.0,1054.0,0.504,64.6,0.456,0.358,0.68,9.2,23.7,32.9,15,15.84,7.59,62.4,102.0,0.511,2.76,-2.07,69.5,103.8,0.521,13.08,9.66,-7.100000000000001,-1.7999999999999972,-0.010000000000000007,1
357,13,15,1,0,3.76,9.0,14.0,0.95,6.8,20.0,672.0,1282.0,0.524,73.1,0.46,0.33899999999999997,0.677,11.5,25.1,36.6,2,2.76,-2.07,69.5,103.8,0.521,15.84,7.59,62.4,102.0,0.511,-13.08,-9.66,7.100000000000001,1.7999999999999972,0.010000000000000007,1
358,7,1,1,1,6.62,7.18,15.6,1.14,6.0,16.0,700.0,1328.0,0.527,75.4,0.48,0.3670000000000001,0.733,11.0,28.1,39.1,8,20.79,7.54,67.8,109.1,0.5329999999999999,14.52,8.01,71.6,106.8,0.499,6.27,-0.4699999999999998,-3.799999999999997,2.299999999999997,0.03400000000000003,2
359,7,8,0,0,3.45,8.24,17.3,1.41,7.3,20.0,708.0,1487.0,0.47600000000000003,77.2,0.444,0.371,0.667,13.8,25.4,39.2,1,14.52,8.01,71.6,106.8,0.499,20.79,7.54,67.8,109.1,0.5329999999999999,-6.27,0.4699999999999998,3.799999999999997,-2.299999999999997,-0.03400000000000003,2
360,1,5,0,0,3.18,11.94,15.0,1.27,8.1,23.0,666.0,1314.0,0.507,78.0,0.452,0.35600000000000004,0.701,13.9,20.9,34.8,4,16.89,4.47,68.6,111.4,0.513,21.28,10.05,64.1,116.1,0.5489999999999999,-4.3900000000000015,-5.580000000000001,4.5,-4.699999999999988,-0.03600000000000003,2
361,1,4,1,1,2.85,6.0,14.3,1.55,7.5,20.0,676.0,1263.0,0.535,75.2,0.484,0.38299999999999995,0.7070000000000001,10.7,24.5,35.1,5,21.28,10.05,64.1,116.1,0.5489999999999999,16.89,4.47,68.6,111.4,0.513,4.3900000000000015,5.580000000000001,-4.5,4.699999999999988,0.03600000000000003,2
362,8,11,0,0,5.72,7.56,14.8,1.07,5.2,16.0,597.0,1215.0,0.491,68.4,0.442,0.326,0.685,14.9,23.9,38.8,3,16.83,10.31,63.5,107.8,0.493,23.86,6.83,62.9,113.5,0.552,-7.030000000000001,3.4800000000000004,0.6000000000000014,-5.700000000000002,-0.05900000000000005,2
363,8,3,1,1,3.38,6.94,15.0,1.36,8.3,22.0,577.0,1043.0,0.5529999999999999,71.9,0.484,0.382,0.688,10.5,24.6,35.1,11,23.86,6.83,62.9,113.5,0.552,16.83,10.31,63.5,107.8,0.493,7.030000000000001,-3.4800000000000004,-0.6000000000000014,5.700000000000002,0.05900000000000005,2
364,8,7,0,1,4.56,6.88,12.3,1.03,5.9,18.0,600.0,1219.0,0.4920000000000001,69.2,0.43799999999999994,0.324,0.6759999999999999,11.0,25.9,36.8,15,13.01,6.19,66.6,103.7,0.491,2.76,-2.07,69.5,103.8,0.521,10.25,8.26,-2.9000000000000057,-0.09999999999999433,-0.030000000000000027,2
365,8,15,1,0,3.76,9.0,14.0,0.95,6.8,20.0,672.0,1282.0,0.524,73.1,0.46,0.33899999999999997,0.677,11.5,25.1,36.6,7,2.76,-2.07,69.5,103.8,0.521,13.01,6.19,66.6,103.7,0.491,-10.25,-8.26,2.9000000000000057,0.09999999999999433,0.030000000000000027,2
366,3,1,0,1,6.62,7.18,15.6,1.14,6.0,16.0,700.0,1328.0,0.527,75.4,0.48,0.3670000000000001,0.733,11.0,28.1,39.1,4,20.79,7.54,67.8,109.1,0.5329999999999999,21.28,10.05,64.1,116.1,0.5489999999999999,-0.490000000000002,-2.5100000000000007,3.700000000000003,-7.0,-0.016000000000000014,3
